,2011-06-30
ContractsRevenue,6446146.000
CostOfRevenue,8906486.000
CostOfServices,4717698.000
CostOfServicesMaintenanceCosts,4188788.000
EarningsPerShareBasic,0.000
EarningsPerShareDiluted,0.000
GrossProfit,2517331.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,299263.000
IncomeTaxExpenseBenefit,211291.000
InterestExpense,257817.000
InterestExpenseOther,523219.000
InvestmentIncomeInterest,8053.000
MaintenanceRevenue,4977671.000
NetIncomeLossAvailableToCommonStockholdersBasic,82972.000
NonoperatingIncomeExpense,-752913.000
OperatingIncomeLoss,1052176.000
SalesRevenueServicesNet,11423817.000
SellingGeneralAndAdministrativeExpense,1465155.000
WeightedAverageNumberOfDilutedSharesOutstanding,181274383.000
WeightedAverageNumberOfSharesOutstandingBasic,31006967.000
