,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
CashPeriodIncreaseDecrease,,,,,,,-18.000,,,,-864.000
EarningsPerShareBasicAndDiluted,-0.010,0.000,-0.000,-0.000,0.000,0.000,-0.000,0.000,0.000,0.000,-0.000
ExplorationExpense,50000.000,,,,,,,,,,
GeneralAndAdministrativeExpense,8555.000,5711.000,5830.000,10025.000,6055.000,4389.000,5708.000,9790.000,4172.000,4245.000,5924.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-2135.000,,,,5690.000,,,,5060.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,,,149.000,,,,761.000
InterestExpense,,,,,,,149.000,,,,
InterestIncomeExpenseNet,,,,,,,,,-149.000,,-761.000
InvestmentIncomeInterest,,,-535.000,-149.000,-149.000,-148.000,-149.000,-149.000,,,
NetCashProvidedByUsedInFinancingActivities,,,8500.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,8500.000,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-8500.000,,,,-18.000,,,,-864.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-8500.000,,,,-18.000,,,,-864.000
NetIncomeLoss,-58555.000,-5711.000,-6365.000,-10174.000,-6204.000,-9037.000,-5857.000,-9939.000,-4321.000,-4802.000,-6685.000
NonoperatingIncomeExpense,,,-535.000,-149.000,-149.000,-148.000,-149.000,-149.000,-149.000,-557.000,-761.000
OperatingExpenses,58555.000,5711.000,5830.000,10025.000,6055.000,,,9790.000,4172.000,,5924.000
OperatingIncomeLoss,,,,,,,-5708.000,,,,
ProceedsFromRelatedPartyDebt,,,8500.000,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,6435000.000,,,,,,,,,
