,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CapitalExpendituresIncurredButNotYetPaid,1100000.000,,,,1700000.000,,,,700000.000,,,,57000000.000,,,,67000000.000,,,,142000000.000,,,,261000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,2000000.000,,,,2300000.000,,,,4700000.000,,,,-11000000.000,,,,102000000.000,,,,46000000.000,,,,66000000.000
ComprehensiveIncomeNetOfTax,,38300000.000,43700000.000,,52300000.000,46700000.000,46000000.000,47900000.000,55700000.000,49200000.000,60000000.000,897100000.000,237000000.000,221000000.000,255000000.000,276000000.000,278000000.000,309000000.000,311000000.000,297000000.000,309000000.000,288000000.000,271000000.000,298000000.000,318000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,,,16000000.000,,4000000.000,5000000.000,7000000.000,7000000.000,8000000.000,9000000.000,10000000.000,13000000.000,13000000.000,18000000.000,21000000.000,26000000.000,37000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,76000000.000,,241000000.000,226000000.000,262000000.000,283000000.000,286000000.000,318000000.000,321000000.000,310000000.000,322000000.000,306000000.000,292000000.000,324000000.000,355000000.000
CostsAndExpenses,26100000.000,27700000.000,29700000.000,33300000.000,28800000.000,27600000.000,29500000.000,32700000.000,27800000.000,30700000.000,74000000.000,859500000.000,273000000.000,282000000.000,278000000.000,300000000.000,295000000.000,281000000.000,293000000.000,313000000.000,300000000.000,313000000.000,348000000.000,344000000.000,368000000.000
DecreaseInRestrictedCash,,,,,,,,,,,,,,,,,,,,,4000000.000,,,,
DeferredIncomeTaxExpenseBenefit,300000.000,,,,400000.000,,,,500000.000,,,,24000000.000,,,,1000000.000,,,,1000000.000,,,,1000000.000
DepreciationAmortizationAndAccretionNet,,,,,,,,,,,,,,,,,75000000.000,,,,79000000.000,,,,85000000.000
DepreciationAndAmortization,7800000.000,7400000.000,9700000.000,8300000.000,9300000.000,9300000.000,9300000.000,9400000.000,9400000.000,9500000.000,15900000.000,227200000.000,73000000.000,70000000.000,73000000.000,72000000.000,73000000.000,73000000.000,74000000.000,75000000.000,77000000.000,77000000.000,78000000.000,82000000.000,85000000.000
DistributionsPerLimitedPartnershipUnitOutstanding,0.450,0.460,0.465,0.470,0.475,0.480,0.485,0.490,0.495,0.501,0.509,0.516,0.546,0.556,0.566,0.577,0.589,0.601,0.614,0.626,0.639,0.651,0.664,0.676,0.689
EquityMethodInvestmentDividendsOrDistributions,24700000.000,,,,24300000.000,,,,33400000.000,,,,27000000.000,,,,38000000.000,,,,26000000.000,,,,27000000.000
GasGatheringTransportationMarketingAndProcessingRevenue,44000000.000,38000000.000,47900000.000,52500000.000,56200000.000,54500000.000,53000000.000,54000000.000,54900000.000,52400000.000,52200000.000,1310500000.000,426000000.000,402000000.000,409000000.000,448000000.000,464000000.000,454000000.000,461000000.000,479000000.000,484000000.000,475000000.000,482000000.000,510000000.000,538000000.000
GoodwillAcquiredDuringPeriod,,,,,,,,,,,,,37000000.000,,,,,,,,,,,,
GoodwillTranslationAdjustments,,,,,,,,,,,,,-4000000.000,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,47300000.000,46400000.000,,56400000.000,49600000.000,77300000.000,554700000.000,272000000.000,222000000.000,272000000.000,296000000.000,303000000.000,321000000.000,332000000.000,321000000.000,315000000.000,310000000.000,300000000.000,332000000.000,359000000.000
IncomeLossFromEquityMethodInvestments,27800000.000,26800000.000,27300000.000,25400000.000,27400000.000,23800000.000,26400000.000,30000000.000,30700000.000,30300000.000,30500000.000,-2500000.000,28000000.000,29000000.000,36000000.000,40000000.000,40000000.000,45000000.000,49000000.000,33000000.000,27000000.000,30000000.000,35000000.000,35000000.000,38000000.000
IncomeTaxExpenseBenefit,400000.000,200000.000,200000.000,300000.000,400000.000,400000.000,300000.000,300000.000,500000.000,300000.000,1700000.000,-350500000.000,26000000.000,2000000.000,1000000.000,6000000.000,2000000.000,5000000.000,1000000.000,4000000.000,4000000.000,5000000.000,4000000.000,5000000.000,5000000.000
IncreaseDecreaseInCollateralHeldUnderSecuritiesLending,-9500000.000,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInDueToRelatedParties,,,,,,,,,,,,,0.000,,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingCapitalNet,-3700000.000,,,,1900000.000,,,,-3600000.000,,,,-10000000.000,,,,94000000.000,,,,93000000.000,,,,65000000.000
IncreaseDecreaseInRestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,-2000000.000
InterestAndOtherIncome,,,,,,,,,,,18200000.000,,-1000000.000,1000000.000,-2000000.000,-1000000.000,-3000000.000,1000000.000,-2000000.000,,,,,,
InterestExpense,4200000.000,5300000.000,7700000.000,6000000.000,7700000.000,7700000.000,7700000.000,8200000.000,7600000.000,7400000.000,13400000.000,354600000.000,67000000.000,62000000.000,54000000.000,55000000.000,57000000.000,63000000.000,59000000.000,60000000.000,56000000.000,56000000.000,53000000.000,59000000.000,56000000.000
InterestExpenseOther,,,,,,,,,7600000.000,7400000.000,,,,,,,,,,,,,,,
InvestmentIncomeInterest,100000.000,200000.000,,,,,,,100000.000,300000.000,100000.000,500000.000,,,,,,,,,,,,,
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPManagingMemberOrGeneralPartnerOwnershipInterest,,0.020,0.020,,0.020,0.020,0.020,-0.040,0.020,0.020,0.020,-0.040,,,,,,,,,,,,,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,,,,,,,,,,,5000000.000,,,,7000000.000,,,,7000000.000,,,,12000000.000
NaturalGasStorageRevenue,7200000.000,5000000.000,5000000.000,5400000.000,5700000.000,4200000.000,4200000.000,5000000.000,6000000.000,4500000.000,10200000.000,250300000.000,84000000.000,59000000.000,72000000.000,67000000.000,58000000.000,59000000.000,58000000.000,65000000.000,54000000.000,56000000.000,57000000.000,56000000.000,61000000.000
NetCashProvidedByUsedInFinancingActivities,-70500000.000,,,,-45800000.000,,,,-73400000.000,,,,-195000000.000,,,,65000000.000,,,,257000000.000,,,,490000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-70500000.000,,,,-45800000.000,,,,-73400000.000,,,,-195000000.000,,,,65000000.000,,,,257000000.000,,,,490000000.000
NetCashProvidedByUsedInInvestingActivities,14900000.000,,,,-9400000.000,,,,5600000.000,,,,-170000000.000,,,,-244000000.000,,,,-508000000.000,,,,-788000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,14900000.000,,,,-9400000.000,,,,5600000.000,,,,-170000000.000,,,,-244000000.000,,,,-508000000.000,,,,-788000000.000
NetCashProvidedByUsedInOperatingActivities,57600000.000,,,,57500000.000,,,,72500000.000,,,,354000000.000,,,,281000000.000,,,,297000000.000,,,,364000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,57600000.000,,,,57500000.000,,,,72500000.000,,,,354000000.000,,,,281000000.000,,,,297000000.000,,,,364000000.000
NetIncomeLoss,48900000.000,37600000.000,43500000.000,42000000.000,52400000.000,46900000.000,46100000.000,48100000.000,55900000.000,49300000.000,59600000.000,905200000.000,242000000.000,215000000.000,264000000.000,283000000.000,293000000.000,307000000.000,321000000.000,304000000.000,298000000.000,287000000.000,275000000.000,301000000.000,317000000.000
NetIncomeLossAllocatedToGeneralPartners,-4300000.000,-4800000.000,-5400000.000,-5800000.000,-6500000.000,-6800000.000,-7300000.000,-8300000.000,-9000000.000,-10200000.000,-11800000.000,-52000000.000,-42000000.000,-45000000.000,-48000000.000,-52000000.000,57000000.000,61000000.000,66000000.000,65000000.000,69000000.000,76000000.000,81000000.000,85000000.000,89000000.000
NetIncomeLossAllocatedToLimitedPartners,44600000.000,32800000.000,38100000.000,36200000.000,45900000.000,40100000.000,38800000.000,39800000.000,46900000.000,39100000.000,47800000.000,853200000.000,200000000.000,170000000.000,216000000.000,231000000.000,236000000.000,246000000.000,255000000.000,239000000.000,229000000.000,211000000.000,194000000.000,216000000.000,228000000.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,,,,,16000000.000,,4000000.000,5000000.000,7000000.000,7000000.000,8000000.000,9000000.000,10000000.000,13000000.000,13000000.000,18000000.000,21000000.000,26000000.000,37000000.000
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,,,,,,0.700,0.590,0.750,0.800,0.800,0.830,0.850,0.820,0.800,0.710,0.640,0.690,0.740
NoncontrollingInterestIncreaseFromSaleOfParentEquityInterest,,,,,,,,,,,,,6000000.000,,,,,,,,95000000.000,,,,290000000.000
