,2011-06-30,2011-09-30,2011-12-31
AccountsNotesAndLoansReceivableNetCurrent,138800000.000,99100000.000,115700000.000
AccountsPayableCurrent,277400000.000,328200000.000,317300000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-289000000.000,-268100000.000,-423800000.000
AdditionalPaidInCapital,1006100000.000,1006700000.000,1007300000.000
Assets,3018400000.000,3109900000.000,2778300000.000
AssetsCurrent,1514300000.000,1625300000.000,1602400000.000
CashAndCashEquivalentsAtCarryingValue,143200000.000,146700000.000,248900000.000
CustomerAdvancesCurrent,224000000.000,267900000.000,229700000.000
DeferredTaxLiabilitiesCurrent,,15900000.000,
DeferredTaxLiabilitiesNoncurrent,8300000.000,,9600000.000
DefinedBenefitPensionPlanLiabilitiesNoncurrent,338600000.000,329900000.000,490900000.000
EmployeeRelatedLiabilitiesCurrent,47200000.000,56200000.000,
Goodwill,259500000.000,259500000.000,193500000.000
IntangibleAssetsNetExcludingGoodwill,752600000.000,745900000.000,609900000.000
InterestPayableCurrent,14900000.000,29100000.000,
InventoryNet,1172400000.000,1318700000.000,1168000000.000
Liabilities,3335700000.000,3493100000.000,3735200000.000
LiabilitiesAndStockholdersEquity,3018400000.000,3109900000.000,2778300000.000
LiabilitiesCurrent,875700000.000,1040100000.000,3155800000.000
LongTermDebtNoncurrent,2026900000.000,2027500000.000,
MinorityInterest,3600000.000,4200000.000,4400000.000
NotesAndLoansPayableCurrent,69500000.000,117200000.000,2334100000.000
OtherAccruedLiabilitiesCurrent,242700000.000,225600000.000,274700000.000
OtherAssetsNoncurrent,38500000.000,37000000.000,32300000.000
OtherLiabilitiesNoncurrent,86200000.000,95600000.000,78900000.000
PrepaidExpenseAndOtherAssetsCurrent,29000000.000,25300000.000,19700000.000
PropertyPlantAndEquipmentNet,453500000.000,442200000.000,340200000.000
RetainedEarningsAccumulatedDeficit,-1038000000.000,-1126000000.000,-1544800000.000
StockholdersEquity,-320900000.000,-387400000.000,-961300000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-317300000.000,-383200000.000,-956900000.000
UnbilledContractsReceivable,30900000.000,35500000.000,50100000.000
