,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,,,,937874.000,,,
InterestExpense,2000.000,3000.000,2000.000,2000.000,4000.000,4000.000,4000.000,1000.000,27000.000,10000.000,2000.000,-18000.000,3000.000
InterestIncomeOther,18000.000,11000.000,2000.000,2000.000,101000.000,290000.000,676000.000,773000.000,359000.000,368000.000,579000.000,785000.000,1057000.000
InterestPaidNet,2000.000,,,,,,,,,,,,3000.000
LeaseAndRentalExpense,,,,,129000.000,,,,143000.000,,,,189000.000
MarketableSecuritiesRealizedGainLossExcludingOtherThanTemporaryImpairments,,,,,,,,,3000.000,,,,
MarketableSecuritiesUnrealizedGainLoss,,,,,-35000.000,-55000.000,84000.000,-510000.000,619000.000,113000.000,-466000.000,-1191000.000,245000.000
NetCashProvidedByUsedInContinuingOperations,-5439000.000,,,,64399000.000,,,,-4440000.000,,,,-967000.000
NetCashProvidedByUsedInFinancingActivities,2000.000,,,,115550000.000,,,,200000.000,,,,1026000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,2000.000,,,,115550000.000,,,,200000.000,,,,1026000.000
NetCashProvidedByUsedInInvestingActivities,-448000.000,,,,-49058000.000,,,,9660000.000,,,,8727000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-448000.000,,,,-49058000.000,,,,9660000.000,,,,8727000.000
NetCashProvidedByUsedInOperatingActivities,-4993000.000,,,,-2093000.000,,,,-14300000.000,,,,-10720000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-4993000.000,,,,-2093000.000,,,,-14300000.000,,,,-10720000.000
NetIncomeLoss,,,,,,-8868000.000,-10037000.000,,-6398000.000,47165000.000,-8077000.000,-9065000.000,-14635000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,-5044000.000,-6278000.000,,,,,,,,,,
NetIncomeLossAvailableToCommonStockholdersDiluted,,-5044000.000,-6278000.000,,,,,,,,,,
NoncashProjectAbandonmentCosts,10000.000,,,,37000.000,,,,9000.000,,,,9000.000
NonoperatingIncomeExpense,16000.000,9000.000,9000.000,1000.000,34000.000,118000.000,275000.000,319000.000,335000.000,358000.000,580000.000,803000.000,1054000.000
OperatingExpenses,5951000.000,5877000.000,7135000.000,7014000.000,7969000.000,10000000.000,13815000.000,14316000.000,13985000.000,17451000.000,17076000.000,16468000.000,19859000.000
OperatingIncomeLoss,-3767000.000,-5053000.000,-6287000.000,-1350000.000,-6478000.000,-8986000.000,-10312000.000,7438000.000,-6733000.000,48556000.000,-9255000.000,-10028000.000,-15519000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,-6479000.000,-8923000.000,,,,,,,
OtherNonoperatingIncomeExpense,,1000.000,9000.000,,-63000.000,-168000.000,-397000.000,-453000.000,3000.000,,3000.000,,
PaymentsOfStockIssuanceCosts,,,,,7536000.000,,,,,,,,
PaymentsToAcquireIntangibleAssets,382000.000,,,,571000.000,,,,343000.000,,,,702000.000
PaymentsToAcquireMarketableSecurities,,,,,47913000.000,,,,16340000.000,,,,6988000.000
PaymentsToAcquirePropertyPlantAndEquipment,66000.000,,,,575000.000,,,,317000.000,,,,494000.000
ProceedsFromIssuanceOfCommonStock,,,,,122906000.000,,,,,,,,
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,4000.000,,,,180000.000,,,,200000.000,,,,1026000.000
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,,,,,,,,,26660000.000,,,,16911000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,1000.000,,,,,,,,
RepaymentsOfDebtAndCapitalLeaseObligations,2000.000,,,,,,,,,,,,
ResearchAndDevelopmentExpense,4228000.000,4283000.000,4953000.000,5052000.000,5205000.000,7476000.000,10582000.000,10877000.000,10035000.000,14408000.000,14069000.000,13360000.000,15048000.000
ShareBasedCompensation,278000.000,,,,1107000.000,,,,1960000.000,,,,3158000.000
StockIssuedDuringPeriodValueNewIssues,,,,,115204000.000,,,,,,,,
StockIssuedDuringPeriodValueShareBasedCompensation,,,,,180000.000,,,,200000.000,,,,1026000.000
WeightedAverageNumberOfDilutedSharesOutstanding,,31372618.000,31395626.000,,,,,,,41738460.000,41033973.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,31360879.000,,,,34297782.000,40389648.000,40473520.000,,40626729.000,,,,46598797.000
WeightedAverageNumberOfSharesOutstandingBasic,,31372618.000,31395626.000,,,,,,,40800586.000,41033973.000,,
