,2011-06-30,2011-09-30,2012-03-31
AmortizationOfDebtDiscountPremium,,,65841.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,18512757.000
ComprehensiveIncomeNetOfTax,3717714.000,1024478.000,329385.000
DepreciationDepletionAndAmortization,,,313247.000
EarningsPerShareBasic,0.730,0.910,0.810
FeesAndCommissions,1172639.000,1173321.000,1166214.000
GainLossOnSaleOfSecuritiesNet,,,51247.000
GainsLossesOnSalesOfInvestmentRealEstate,,,-32394.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1491861.000,1639524.000,1365599.000
IncomeTaxExpenseBenefit,519138.000,425779.000,294185.000
IncreaseDecreaseInAccruedInvestmentIncomeReceivable,,,-199213.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,472876.000
IncreaseDecreaseInDeposits,,,57590654.000
IncreaseDecreaseInFederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchaseNet,,,4066569.000
IncreaseDecreaseInOtherOperatingCapitalNet,,,106392.000
InterestAndDividendIncomeOperating,5409779.000,5145366.000,5098080.000
InterestAndFeeIncomeLoansAndLeases,3468473.000,3488935.000,3639712.000
InterestExpense,811169.000,701996.000,791521.000
InterestExpenseDeposits,805393.000,694561.000,784496.000
InterestExpenseFederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchase,5776.000,7435.000,7025.000
InterestIncomeDepositsWithOtherFederalHomeLoanBanks,,,53567.000
InterestIncomeExpenseAfterProvisionForLoanLoss,3531957.000,3944361.000,4137876.000
InterestIncomeExpenseNet,4598610.000,4443370.000,4306559.000
InterestIncomeFederalFundsSold,10613.000,21468.000,
InterestIncomeSecuritiesTaxExempt,273645.000,262391.000,355387.000
InterestIncomeSecuritiesTaxable,1657048.000,1357917.000,1047311.000
LaborAndRelatedExpense,1717757.000,2003091.000,2020721.000
NetCashProvidedByUsedInFinancingActivities,,,61324638.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,61324638.000
NetCashProvidedByUsedInInvestingActivities,,,-44977910.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-44977910.000
NetCashProvidedByUsedInOperatingActivities,,,2166029.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,2166029.000
NetIncomeLoss,972723.000,1213745.000,1071414.000
NoninterestExpense,3652160.000,4240463.000,4476964.000
NoninterestIncome,1612064.000,1935626.000,1704687.000
NoninterestIncomeOther,439425.000,762305.000,538473.000
OccupancyNet,743690.000,687982.000,810221.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,2744991.000,-189267.000,-742029.000
OtherInterestAndDividendIncome,,14655.000,2103.000
OtherNoninterestExpense,1190713.000,1038450.000,1269504.000
PaymentsForProceedsFromLoansAndLeases,,,-6623480.000
PaymentsOfDividendsCommonStock,,,332585.000
PaymentsToAcquireAvailableForSaleSecurities,,,116102299.000
PaymentsToAcquireHeldToMaturitySecurities,,,2071026.000
PaymentsToAcquirePropertyPlantAndEquipment,,,125885.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,,,4400000.000
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,,,61666214.000
ProceedsFromSaleOfRealEstateHeldforinvestment,,,631606.000
ProvisionForLoanAndLeaseLosses,1066653.000,499009.000,168683.000
