,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
AdministrativeFeesExpense,,,,121926.000,
FloorBrokerageExchangeAndClearanceFees,4290866.000,3165936.000,2432536.000,993118.000,
ForeignCurrencyTransactionGainLossUnrealized,,3072.000,965.000,-12086.000,
GainLossOnDerivativeInstrumentsHeldForTradingPurposesNet,,,,,152729.000
GainLossOnSaleOfCommodityContracts,,,,,-706577.000
GainLossRelatedToLitigationSettlement,,0.000,0.000,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,-0.710
InterestIncomeOperating,,,,,1688.000
InvestmentIncomeInterest,25512.000,31004.000,17660.000,4293.000,
InvestmentIncomeNet,,,,,-1354228.000
ManagementFeeExpense,,,,,369796.000
NetIncomeLoss,-5416526.000,80535.000,3681455.000,3665705.000,-1201499.000
NetIncomeLossAllocatedToGeneralPartners,-61966.000,5058.000,42253.000,45720.000,-14164.000
NetIncomeLossAllocatedToLimitedPartners,-5354560.000,75477.000,3639202.000,3619985.000,-1187335.000
NetIncomeLossPerOutstandingGeneralPartnershipUnit,-0.820,-0.080,0.850,,
NetIncomeLossPerOutstandingGeneralPartnershipUnitNetOfTax,,,,2.180,-0.640
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-0.820,-0.080,0.850,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,2.180,-0.640
NetRealizedOrUnrealizedGainLossOnTradingSecurities,,4270779.000,6907176.000,5363900.000,
NoninterestExpenseInvestmentAdvisoryFees,1430289.000,1055312.000,810845.000,465518.000,
OperatingExpenses,5721155.000,4221248.000,3243381.000,1702488.000,1355916.000
PartnersCapitalAccountRedemptions,-17160737.000,16354933.000,10882116.000,13284634.000,3138180.000
PartnersCapitalAccountUnitsRedeemed,-1669323.158,1628814.049,1037402.578,1336038.050,250146.419
ProceedsFromLegalSettlements,-80.000,,,,
RealizedInvestmentGainsLosses,320492.000,5466229.000,7027256.000,5245875.000,
TradingGainsLosses,,,,5363900.000,152729.000
TradingSecuritiesRealizedGainLoss,,5466229.000,7027256.000,5245875.000,
TradingSecuritiesUnrealizedHoldingGainLoss,,-1195450.000,-120080.000,118025.000,
UnrealizedGainLossOnCommodityContracts,,,,,859306.000
UnrealizedGainLossOnInvestments,-41455.000,-1195450.000,-120080.000,118025.000,
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,6933482.137,5244174.299,3896667.551,2626817.960,1936883.560
