,2011-07-31
AccruedLiabilities,606887.000
AccumulatedOtherComprehensiveIncomeLossBeforeTax,1683.000
AdditionalPaidInCapital,1196443.000
Assets,28131.000
AssetsCurrent,1615.000
CapitalizedComputerSoftwareNet,25416.000
Cash,1615.000
CashAndCashEquivalentsAtCarryingValue,1615.000
CommonStockSharesSubscribedButUnissuedValue,50000.000
CommonStockValue,71199.000
Deposits,1100.000
Liabilities,2452357.000
LiabilitiesAndStockholdersEquity,28131.000
LiabilitiesCurrent,2240024.000
LongTermDebt,212333.000
NotesPayable,936780.000
NotesPayableRelatedPartiesClassifiedCurrent,641317.000
NotesPayableRelatedPartiesCurrent,212333.000
RetainedEarningsAccumulatedDeficit,-3743551.000
StockholdersEquity,-2424226.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-2424226.000
