,2013-03-31,2013-09-30,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,3756667.000,,3756667.000,,3756667.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,-100706.000,,,,-25530.000
EarningsPerShareBasicAndDiluted,0.000,-0.010,-0.010,0.000,-0.010,-0.010,,-0.010
ExplorationExpenseMining,,22773.000,1690.000,26209.000,148533.000,7745.000,,23268.000
GeneralAndAdministrativeExpense,17105.000,34830.000,45784.000,44919.000,57388.000,33063.000,,52065.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,,-32000.000,,
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,,,,,,,-75333.000
IncreaseDecreaseInAccountsPayable,,,,26815.000,,,,7234.000
IncreaseDecreaseInAccountsReceivable,,,,14884.000,,,,4620.000
IncreaseDecreaseInDeposits,,,,-43560.000,,,,
IncreaseDecreaseInPrepaidExpense,,,,-34852.000,,,,1749.000
NetCashProvidedByUsedInOperatingActivities,,,,-100706.000,,,,-25530.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,-100706.000,,,,-25530.000
NetIncomeLoss,-17105.000,-57603.000,-47474.000,-63993.000,-171501.000,-68694.000,-151484.000,-75333.000
OperatingExpenses,17105.000,57603.000,47474.000,142483.000,220122.000,100755.000,,98949.000
OperatingIncomeLoss,-17105.000,-57603.000,-47474.000,-63993.000,-171501.000,-68694.000,,-75333.000
ProceedsFromIssuanceOfCommonStock,,,,,,,,36200.000
StockIssuedDuringPeriodSharesAcquisitions,50000.000,100000.000,,,,,,
StockIssuedDuringPeriodSharesIssuedForServices,,,,,135000.000,,,
StockIssuedDuringPeriodValueAcquisitions,5000.000,5000.000,,36000.000,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,7632667.000,7729478.000,8084913.000,13156290.000,13251488.000,13428350.000,,13440683.000
