,2011-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-250859.000
ComprehensiveIncomeNetOfTax,2673885.000
CostOfGoodsAndServicesSold,9529720.000
DepreciationAndAmortization,373912.000
EffectOfExchangeRateOnCashAndCashEquivalents,197821.000
GainLossOnDispositionOfProperty,-44821.000
GeneralAndAdministrativeExpense,3194631.000
GrossProfit,7428520.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2660619.000
IncomeLossFromContinuingOperationsPerBasicShare,0.620
IncomeLossFromContinuingOperationsPerDilutedShare,0.620
IncomeTaxExpenseBenefit,492630.000
IncomeTaxesPaid,519648.000
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,924100.000
IncreaseDecreaseInAccountsReceivable,-354040.000
IncreaseDecreaseInAccountsReceivableRelatedParties,2513187.000
IncreaseDecreaseInAccruedTaxesPayable,70370.000
IncreaseDecreaseInCustomerAdvances,62849.000
IncreaseDecreaseInInventories,-209289.000
IncreaseDecreaseInOtherOperatingAssets,264431.000
IncreaseDecreaseInOtherReceivables,3795962.000
InterestExpense,89036.000
InterestPaid,88408.000
InvestmentIncomeInterest,1055.000
NetCashProvidedByUsedInFinancingActivities,1627240.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1627240.000
NetCashProvidedByUsedInInvestingActivities,-434390.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-434390.000
NetCashProvidedByUsedInOperatingActivities,-1641531.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1641531.000
NetIncomeLoss,1888286.000
NetIncomeLossAttributableToNoncontrollingInterest,279703.000
NonoperatingIncomeExpense,-133858.000
OperatingExpenses,4634043.000
OperatingIncomeLoss,2794477.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,785599.000
OtherNoncashIncomeExpense,-109042.000
OtherNonoperatingIncomeExpense,-45877.000
PaymentsForConstructionInProcess,234618.000
PaymentsToAcquirePropertyPlantAndEquipment,199772.000
ProceedsFromBankDebt,387069.000
ProceedsFromPaymentsForOtherFinancingActivities,379820.000
ProceedsFromRepaymentsOfRelatedPartyDebt,860352.000
ProfitLoss,2167989.000
Revenues,16958240.000
SalesRevenueNet,16958240.000
SellingExpense,1439412.000
ShareBasedCompensation,400000.000
StockIssuedDuringPeriodValueShareBasedCompensation,400000.000
WeightedAverageNumberOfDilutedSharesOutstanding,3048310.000
WeightedAverageNumberOfSharesOutstandingBasic,3048310.000
