,2012-01-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,2486000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,694000.000
AssetImpairmentCharges,-147000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-109000.000
CommonStockDividendsPerShareCashPaid,0.900
CommonStockDividendsPerShareDeclared,0.900
CostOfGoodsSold,366480000.000
DeferredIncomeTaxExpenseBenefit,-1917000.000
DepreciationDepletionAndAmortization,9982000.000
DividendsCommonStockCash,9960000.000
EarningsPerShareBasic,5.740
EarningsPerShareDiluted,5.580
EffectOfExchangeRateOnCashAndCashEquivalents,4444000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,693000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,693000.000
ExtraordinaryItemsGross,3137000.000
ForeignCurrencyTransactionGainLossBeforeTax,-1053000.000
GainLossOnSaleOfPropertyPlantEquipment,140000.000
GrossProfit,169287000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,85820000.000
IncomeTaxExpenseBenefit,22774000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,6182000.000
IncreaseDecreaseInAccountsReceivable,11035000.000
IncreaseDecreaseInInventories,19661000.000
IncreaseDecreaseInOtherOperatingCapitalNet,-3523000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,91000.000
InterestIncomeExpenseNonoperatingNet,-542000.000
NetCashProvidedByUsedInFinancingActivities,-45357000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-45357000.000
NetCashProvidedByUsedInInvestingActivities,-13415000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-13415000.000
NetCashProvidedByUsedInOperatingActivities,54219000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,54219000.000
NetIncomeLoss,63046000.000
OperatingIncomeLoss,87415000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,-46000.000
OtherComprehensiveIncomeDefinedBenefitPlansTax,418000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,5075000.000
PaymentsOfDividends,9960000.000
PaymentsToAcquireIntangibleAssets,1450000.000
PaymentsToAcquireProductiveAssets,13417000.000
ProceedsFromIssuanceOfLongTermDebt,71500000.000
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,877000.000
ProceedsFromRepaymentsOfNotesPayable,102000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,1452000.000
RepaymentsOfLongTermDebt,108569000.000
RestructuringCharges,25000.000
Revenues,535767000.000
SalesRevenueNet,535767000.000
SellingGeneralAndAdministrativeExpense,84984000.000
ShareBasedCompensation,2486000.000
StockIssuedDuringPeriodValueNewIssues,876000.000
WeightedAverageNumberOfDilutedSharesOutstanding,11293000.000
WeightedAverageNumberOfSharesOutstandingBasic,10988000.000
