,2011-09-30
AmortizationOfDebtDiscountPremium,0.000
AmortizationOfIntangibleAssets,29112.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,0.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,-3000.000
EarningsPerShareBasicAndDiluted,0.000
GainsLossesOnExtinguishmentOfDebt,0.000
GeneralAndAdministrativeExpense,26579.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-92471.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,-3000.000
NetIncomeLoss,-95471.000
OperatingExpenses,92471.000
OperatingIncomeLoss,-92471.000
ProfessionalFees,18186.000
SalesRevenueGoodsNet,0.000
SellingAndMarketingExpense,17457.000
