,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,,,,,,,,,,,,,,,,,,,,,0.000
AmortizationOfDebtDiscountPremium,,,,,,,,,221000.000,,556000.000,570000.000,584000.000,590000.000,613000.000,629000.000,644000.000,614000.000,677000.000,693000.000,711000.000,719000.000,
AmortizationOfFinancingCostsAndDiscounts,,,42000.000,56000.000,60000.000,66000.000,78000.000,1372000.000,340000.000,532000.000,733000.000,758000.000,779000.000,797000.000,822000.000,915000.000,916000.000,931000.000,990000.000,1836000.000,986000.000,1168000.000,1710000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,2846867.000,2858080.000,,4773541.000,770200.000,756200.000,-6296436.000,119496.000,0.000,14877.000,-100315.000,823881.000,53183.000,742432.000,-1424244.000,2801325.000,1037740.000,1211855.000,-4123977.000,99659243.000
AssetImpairmentCharges,,,,,,,,,,,,,,,,,0.000,,,,,,
AssetRetirementObligationAccretionExpense,129000.000,138000.000,94000.000,89000.000,101000.000,104000.000,102000.000,114000.000,142000.000,110000.000,122000.000,125000.000,129000.000,130000.000,125000.000,131000.000,131000.000,115000.000,105000.000,89000.000,92000.000,82000.000,51000.000
AssetRetirementObligationCashPaidToSettle,,,,,,,,,,,257000.000,,,,0.000,,,,,,,,
AssetRetirementObligationLiabilitiesSettled,,,,,,,,,,,0.000,,,,,,,,,,,,
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,,,,,,0.000,,,0.000,0.000,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1001000.000,,,,-1766000.000,,,,-5480000.000,,,,1135000.000,,,,-23124000.000,,,,-6934000.000
CostsAndExpenses,8832000.000,10580000.000,14206000.000,86199000.000,90886000.000,12177000.000,13113000.000,17117000.000,17214000.000,21547000.000,23830000.000,23358000.000,21333000.000,24385000.000,26200000.000,129390000.000,208658000.000,171880000.000,75403000.000,17295000.000,5044000.000,14358000.000,14395000.000
DepreciationDepletionAndAmortization,2991000.000,3694000.000,5653000.000,6956000.000,7135000.000,5680000.000,5365000.000,7596000.000,8467000.000,11021000.000,12382000.000,10280000.000,11111000.000,12407000.000,14471000.000,16080000.000,15394000.000,16942000.000,13729000.000,5591000.000,5223000.000,5130000.000,4652000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,,5768000.000,-2045000.000,,,,,,,,,,,,,,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,502000.000,2424000.000,-1524000.000,2804000.000,-5403000.000,-1443000.000,-9637000.000,7485000.000,-5004000.000,2404000.000,-6514000.000,-8910000.000,6663000.000,28330000.000,10223000.000,-1790000.000,11301000.000,4855000.000,285000.000,-2778000.000,-1498000.000,1128000.000,1300000.000
EarningsPerShareBasic,0.000,0.020,-0.100,-1.170,-1.310,0.050,-0.070,0.830,-0.070,-0.030,-0.030,0.030,0.160,0.420,-0.040,-1.520,-2.470,-2.080,-0.930,-0.170,-0.030,0.200,-0.140
EarningsPerShareDiluted,0.000,0.020,-0.100,-1.170,-1.310,0.050,-0.070,0.810,-0.070,-0.040,-0.030,0.030,0.150,0.400,-0.040,-1.520,-2.470,-2.080,-0.930,-0.170,-0.030,0.200,-0.140
FairValueInputsDiscountRate,,,,,,,,,,,,,,,,,,,0.100,,,,0.100
ForeignCurrencyTransactionGainLossBeforeTax,1000.000,-8000.000,3000.000,-3000.000,-2000.000,0.000,-1000.000,-11000.000,-3000.000,1000.000,-2000.000,-4000.000,-1000.000,0.000,0.000,0.000,0.000,0.000,,,,,
GainLossRelatedToLitigationSettlement,,,,,,,,,,,,,,,,,,,,,10100000.000,,
GainOnPurchaseOfBusiness,,,,,,,,43712000.000,,,,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,,,,,,,,,,-12172000.000
GasGatheringTransportationMarketingAndProcessingCosts,1123000.000,1128000.000,1179000.000,1231000.000,1305000.000,1250000.000,1164000.000,1124000.000,1098000.000,620000.000,625000.000,2146000.000,397000.000,511000.000,497000.000,542000.000,615000.000,533000.000,613000.000,395000.000,338000.000,358000.000,311000.000
GeneralAndAdministrativeExpense,2596000.000,3100000.000,3161000.000,3151000.000,2951000.000,2948000.000,3002000.000,4964000.000,3998000.000,4997000.000,4763000.000,3893000.000,4002000.000,3827000.000,4248000.000,4421000.000,4683000.000,3717000.000,5675000.000,6272000.000,3925000.000,3573000.000,3824000.000
ImpairmentOfOilAndGasProperties,,,,72733000.000,78054000.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100152000.000,181966000.000,144760000.000,48497000.000,0.000,0.000,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-5074000.000,-72308000.000,-81473000.000,5064000.000,-2456000.000,53970000.000,-1808000.000,-16406000.000,1611000.000,5627000.000,13425000.000,30290000.000,614000.000,-114395000.000,-188201000.000,-157525000.000,-69857000.000,-14481000.000,-178000.000,-4545000.000,-18698000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,157000.000,1402000.000,,,,,,,,,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-16042000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-4633000.000,,,,-2997000.000,,,,4169000.000,,,,5957000.000,,,,11475000.000,,,,972000.000
IncreaseDecreaseInAccountsReceivable,,,-5429000.000,,,,-295000.000,,,,750000.000,,,,-14279000.000,,,,-636000.000,,,,9897000.000
IncreaseDecreaseInCommodityContractAssetsAndLiabilities,,,0.000,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,-26000.000,,,,-82000.000,,,,-81000.000,,,,-275000.000,,,,-100000.000,,,,-103000.000
IncreaseInRestrictedCash,,,,,,,,,,,,,,,,,,,,,,,369000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,,,,,,,,,,,,,,,,,0.000
