,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,1080000000.000,1122000000.000,1009000000.000,1174000000.000,918000000.000,1052000000.000,925000000.000,1599000000.000,982000000.000,950000000.000,995000000.000,1250000000.000,1455000000.000,1341000000.000,1190000000.000,1279000000.000,1102000000.000,1034000000.000,994000000.000,1075000000.000,1000000000.000,938000000.000,944000000.000,1043000000.000,977000000.000,932000000.000
AccountsReceivableNetCurrent,1636000000.000,1578000000.000,1633000000.000,1525000000.000,1449000000.000,1635000000.000,1604000000.000,1614000000.000,1631000000.000,1646000000.000,1579000000.000,1720000000.000,1869000000.000,1731000000.000,1605000000.000,1554000000.000,1675000000.000,1590000000.000,1592000000.000,1415000000.000,1432000000.000,1341000000.000,1470000000.000,1440000000.000,1396000000.000,1375000000.000
AccruedEmployeeBenefitsCurrent,312000000.000,331000000.000,350000000.000,384000000.000,258000000.000,288000000.000,313000000.000,331000000.000,240000000.000,298000000.000,289000000.000,351000000.000,232000000.000,283000000.000,277000000.000,329000000.000,249000000.000,323000000.000,345000000.000,334000000.000,309000000.000,341000000.000,365000000.000,363000000.000,307000000.000,293000000.000
AccruedIncomeTaxesCurrent,412000000.000,399000000.000,482000000.000,558000000.000,442000000.000,436000000.000,508000000.000,543000000.000,392000000.000,338000000.000,401000000.000,485000000.000,527000000.000,397000000.000,489000000.000,490000000.000,503000000.000,467000000.000,508000000.000,519000000.000,513000000.000,439000000.000,537000000.000,580000000.000,555000000.000,518000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,11345000000.000,11593000000.000,11803000000.000,11839000000.000,12086000000.000,12336000000.000,12434000000.000,12600000000.000,12823000000.000,13027000000.000,13167000000.000,13280000000.000,13555000000.000,13797000000.000,14040000000.000,14150000000.000,14508000000.000,14728000000.000,14917000000.000,15160000000.000,15421000000.000,15295000000.000,15450000000.000,15731000000.000,15769000000.000,15999000000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,-38000000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,-408000000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1518000000.000,-1433000000.000,-1436000000.000,426000000.000,405000000.000,389000000.000,367000000.000,385000000.000,361000000.000,323000000.000,299000000.000,284000000.000,271000000.000,264000000.000,232000000.000,246000000.000,230000000.000,202000000.000,177000000.000,171000000.000,179000000.000,191000000.000,184000000.000,174000000.000,175000000.000,163000000.000
AcquiredFiniteLivedIntangibleAssetAmount,126000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AdditionalCollateralAggregateFairValue,23000000.000,49000000.000,48000000.000,,,,,,,,,,,,,,,,,,,,,,,
