,2011-09-30
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,58375.000
AdjustmentsToAdditionalPaidInCapitalOther,37500.000
CostOfRevenue,184103.000
EarningsPerShareBasicAndDiluted,-0.010
GrossProfit,131542.000
IncomeLossFromContinuingOperations,-653078.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-653078.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.010
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.000
IncomeTaxExpenseBenefit,0.000
InterestExpense,47107.000
NetIncomeLoss,-653078.000
NonoperatingIncomeExpense,-141607.000
OperatingIncomeLoss,-511471.000
OtherNonoperatingExpense,94500.000
Revenues,315645.000
SalesRevenueNet,315645.000
SellingGeneralAndAdministrativeExpense,643013.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,50000.000
StockIssuedDuringPeriodValueShareBasedCompensation,83501.000
