,2011-12-30,2012-06-29,2012-12-28,2013-03-29,2013-06-28,2013-09-27,2013-12-27
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,1000000.000
AllocatedShareBasedCompensationExpense,,1000000.000,1000000.000,,1000000.000,,1000000.000
AmortizationOfFinancingCosts,,,2000000.000,,,,1000000.000
AmortizationOfIntangibleAssets,,4000000.000,4000000.000,3000000.000,4000000.000,4000000.000,5000000.000
AssetImpairmentCharges,,6000000.000,1000000.000,,24000000.000,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,1000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,3000000.000,,,,-22000000.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,,0.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,0.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,-2000000.000
ComprehensiveIncomeNetOfTax,-8000000.000,,-4000000.000,-2000000.000,-39000000.000,,-5000000.000
CostOfGoodsAndServicesSold,,,331000000.000,350000000.000,356000000.000,,334000000.000
DeferredIncomeTaxExpenseBenefit,,,-1000000.000,,,,-1000000.000
DefinedBenefitPlanActuarialGainLoss,,,-1000000.000,0.000,0.000,17000000.000,0.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,-1000000.000,2000000.000,1000000.000,1000000.000,,1000000.000
DefinedBenefitPlanInterestCost,,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,1000000.000,1000000.000,1000000.000,0.000,,0.000
DefinedBenefitPlanServiceCost,,1000000.000,1000000.000,1000000.000,0.000,1000000.000,0.000
Depreciation,,9000000.000,9000000.000,8000000.000,8000000.000,8000000.000,10000000.000
DepreciationDepletionAndAmortization,,,13000000.000,11000000.000,12000000.000,,15000000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,0.000,,,,0.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,0.000,0.000,0.000,,0.000
DiscontinuedOperationTaxExpenseBenefitFromProvisionForGainLossOnDisposal,,,0.000,,,,
EarlyRepaymentOfSeniorDebt,,,,,,,1000000.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,0.000
EffectiveIncomeTaxRateContinuingOperations,,0.970,0.143,-0.482,-0.060,,0.160
EquityMethodInvestmentSoldCarryingAmount,,,3000000.000,3000000.000,3000000.000,-6000000.000,3000000.000
FairValueAssumptionsExpectedDividendRate,,,0.000,,,,0.000
FairValueAssumptionsExpectedVolatilityRate,,,0.600,,,,0.600
FairValueAssumptionsRiskFreeInterestRate,,,0.007,,,,0.015
GainsLossesOnExtinguishmentOfDebt,,,,,,,-3000000.000
GainsLossesOnSalesOfAssets,,,4000000.000,,,,
GoodwillPurchaseAccountingAdjustments,,-3000000.000,,,,,9000000.000
ImpairmentOfLongLivedAssetsToBeDisposedOf,,,,1000000.000,3000000.000,,
IncomeLossFromContinuingOperations,,,-4000000.000,-2000000.000,-30000000.000,,-3000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-5000000.000,-1000000.000,-29000000.000,,-4000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,-5000000.000,-1000000.000,-29000000.000,,-4000000.000
