,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccrualForEnvironmentalLossContingenciesPayments,,,1000000.000,,,,1000000.000,,,,,,,,1000000.000,,,,,,,,
AccrualForEnvironmentalLossContingenciesProvisionForNewLosses,,,,,,,,,,,,,,,1000000.000,,,,,,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,,,,,,,,,,,,,,,804000000.000,,,,118000000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,-2000000.000,3000000.000,3000000.000,3000000.000,-6000000.000,5000000.000,3000000.000,5000000.000,2000000.000,5000000.000,4000000.000,-4000000.000,-2000000.000,,,,,,,,
AmortizationOfDeferredHedgeGains,,1000000.000,,,-1000000.000,,,-1000000.000,,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,,,,,8000000.000,,,,9000000.000
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,,,14000000.000,,,,14000000.000
AmortizationOfNuclearFuelLease,,,,,,,,,,,,,,,,,,,,,,,264000000.000
AmortizationOfPowerContractsEmissionCredits,,,,,,,,,,,,,,,,,,,,,,,2000000.000
AmortizationOfRegulatoryAsset,,,,,,,,,,,,,,,,,,,65000000.000,,,,128000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,14900.000,119766.000,3000.000,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,0.000,,13000000.000,,,,
AssetImpairmentCharges,,,,3000000.000,2000000.000,,,,,,,,53000000.000,,,,,,,,,,
AssetRetirementObligationAccretionExpense,,,,,,,,,,,,,,,,,,,109000000.000,,,,112000000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,,,,,,,,,,,,,630000.000,0.000,0.542,-629998.852,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,,,,,,,,,,,,,620000.000,0.000,0.540,-619998.850,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,,,,,,,,,577000000.000,268000000.000,501000000.000,216000000.000,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,,,,,,,,,8556000000.000,6910000000.000,9002000000.000,7874000000.000,
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,,,,,,,,,,,,,,,,,,,,226000000.000
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,,,,,,,,,,,102000000.000,1000000.000,20000000.000,20000000.000,9000000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,,,,,,,-290000000.000,,,,-298000000.000
CapitalLeasesIncomeStatementDirectFinancingLeaseRevenue,,,,,,,,,,,,,,,,,,,4000000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-45000000.000,,,,100000000.000,,,,99000000.000,,,,127000000.000,,,,-5542000000.000,,,,-26000000.000
CashFlowHedgeGainLossReclassifiedToEarningsNet,0.000,1000000.000,,,,,,,,,,,,,,,,,,,,,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,-18000000.000,,,,2000000.000,,,,1000000.000,,,,1000000.000,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,-3000000.000,,,,-1000000.000,,,,,,,,,,,,
ChangeInUnrealizedGainLossOnHedgedItemInForeignCurrencyFairValueHedge1,,,,,,,,,,,,,,,,,,,,1000000.000,1000000.000,,
CommonStockDividendsPerShareCashPaid,,,0.270,0.270,0.270,0.270,0.270,0.270,0.270,0.270,0.270,0.270,0.270,0.270,0.270,0.270,0.270,0.270,0.310,0.318,0.318,0.318,0.328
CompetitiveEnergyRevenue,,,,,,,,,,,,,,,,,,,3429000000.000,3301000000.000,3823000000.000,3407000000.000,3392000000.000
ComprehensiveIncomeNetOfTax,104000000.000,89000000.000,76000000.000,66000000.000,116000000.000,42000000.000,-424000000.000,43000000.000,119000000.000,64000000.000,76000000.000,51000000.000,81000000.000,22000000.000,54000000.000,56000000.000,92000000.000,135000000.000,151000000.000,337000000.000,562000000.000,48000000.000,985000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,39000000.000,31000000.000,,-16000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,298000000.000,531000000.000,,969000000.000
ConstructionAndDevelopmentCosts,,,291000000.000,298000000.000,299000000.000,,,,,,,271000000.000,293000000.000,,246000000.000,316000000.000,293000000.000,375000000.000,,,,,
CostOfGoodsAndServicesEnergyCommoditiesAndServices,,,,,,,,,,,,,,,,,,,2440000000.000,1576000000.000,2584000000.000,2217000000.000,2795000000.000
CostOfGoodsAndServicesSoldDepreciationAndAmortization,105000000.000,115000000.000,110000000.000,111000000.000,122000000.000,111000000.000,112000000.000,116000000.000,124000000.000,,,,,,,,,,,,,,
CostOfPurchasedPower,,943000000.000,684000000.000,555000000.000,709000000.000,528000000.000,600000000.000,446000000.000,579000000.000,,,,,,,,,,814000000.000,878000000.000,1170000000.000,961000000.000,1104000000.000
CostsAndExpenses,1207000000.000,1448000000.000,1153000000.000,1027000000.000,1212000000.000,1019000000.000,1088000000.000,921000000.000,1109000000.000,880000000.000,1157000000.000,966000000.000,1147000000.000,1004000000.000,1229000000.000,1001000000.000,,,7099000000.000,6294000000.000,7736000000.000,7071000000.000,7691000000.000
DeferredIncomeTaxExpenseBenefit,,,259000000.000,,,,-496000000.000,,,,525000000.000,,,,49000000.000,,,,,,,,
DeferredIncomeTaxesAndTaxCredits,,,,,,,,,,,,,,,,,,,127000000.000,,,,189000000.000
DefinedBenefitPlanContributionsByEmployer,,,,,,,,,,,,,,,,,,,26000000.000,30000000.000,51000000.000,,30000000.000
Depreciation,,,,,,,,,,,,,,,,,,,606000000.000,,,,754000000.000
DepreciationAmortizationAndAccretionNet,,,,,,,,,,,,,,,,,,,1063000000.000,,,,1274000000.000
DepreciationDepletionAndAmortization,,115000000.000,110000000.000,111000000.000,122000000.000,111000000.000,112000000.000,116000000.000,124000000.000,121000000.000,133000000.000,132000000.000,145000000.000,139000000.000,159000000.000,157000000.000,178000000.000,157000000.000,,,,,
DerivativeGainLossOnDerivativeNet,,-4000000.000,,,,,,,,,,,,,,,,,,,,,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,19000000.000,15000000.000,13000000.000,12000000.000,6000000.000,7000000.000,3000000.000,,,,,,,,,,,,,-105000000.000,-118000000.000,,
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,,1000000.000,,,,,,,,,,,,,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,22000000.000,16000000.000,13000000.000,12000000.000,6000000.000,8000000.000,3000000.000,,,,,,,,,,,,,,,,
DerivativeInstrumentsLossRecognizedInOtherComprehensiveIncomeEffectivePortion,,,,,,,,,,,,,,,,,,,,3000000.000,,,
DerivativeLossOnDerivative,,,,,,,,,,,,,,,,,,,,3000000.000,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,3000000.000,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,,,,2000000.000,1000000.000,,,,,,,,,,,,,,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,,34000000.000,,,,,,,,,,,,,,,
DividendsCash,61000000.000,61000000.000,,,,,,,,,,,,,,,,,,,,,
DividendsCommonStock,,,61000000.000,62000000.000,62000000.000,63000000.000,67000000.000,67000000.000,67000000.000,69000000.000,68000000.000,68000000.000,68000000.000,68000000.000,68000000.000,69000000.000,69000000.000,69000000.000,,,,,
DividendsCommonStockCash,,,,,,,,,,,,,,,,,,,287000000.000,,,,305000000.000
DividendsPreferredStockCash,,,,,,,,,,,,,,,,,,,3000000.000,,,,
EarningsPerShareBasic,,,,,,,,,,,,,,,,,,,0.190,0.290,0.530,,1.070
EarningsPerShareBasicAndDiluted,,0.350,0.300,0.270,0.490,,-1.820,0.170,0.480,0.310,0.300,0.210,0.310,0.140,0.210,0.210,0.360,0.510,,,,,
EarningsPerShareDiluted,,,,,,,,,,,,,,,,,,,0.190,0.290,0.530,0.210,1.070
EffectiveIncomeTaxRateContinuingOperations,0.362,0.407,0.171,0.361,0.454,-0.632,-0.458,0.457,0.371,0.374,0.380,0.459,0.301,-0.777,0.361,0.338,0.350,-0.760,0.594,0.246,0.390,-0.847,0.178
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,-0.342,,,,,,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationDeductions,,,,,,,,,,,,,,,0.048,,-0.014,,,,,,
EffectiveIncomeTaxRateReconciliationDeductionsMedicarePrescriptionDrugBenefit,,,,,,,,,,,,,,,,,,,,0.000,0.000,,
EffectiveIncomeTaxRateReconciliationDeductionsOther,,,-0.012,,,,,,,,,,,,,,,,-0.051,0.057,0.006,0.043,0.006
EffectiveIncomeTaxRateReconciliationDeductionsQualifiedProductionActivities,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,
EffectiveIncomeTaxRateReconciliationDispositionOfAssets,-0.027,,,,,,,,,,,,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationDispositionOfBusiness,,,,,,,,,,,,,,,,,,,0.336,,,,
EffectiveIncomeTaxRateReconciliationMinorityInterestIncomeExpense,,,,,,,,,,,,,,,,,,,0.005,0.009,0.002,-0.014,-0.001
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseDepreciation,,-0.007,,,,,,,,,,,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseLeases,0.141,-0.037,-0.012,-0.011,0.073,-0.023,-0.217,0.086,,,,,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther,,,,,,,,,,,,,,,,,,,,0.002,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,-0.021,0.026,0.004,-0.019,-0.008,0.009,-0.015,-0.065,-0.019,0.097,-0.003,-0.013,-0.032,0.014,-0.001,-0.011,-0.022,0.022,-0.020,-0.033,-0.008,0.055,0.000
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,,,,,,,,,,,,,,,,,,,,-0.069,0.030,,-0.024
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.040,0.067,0.049,0.053,0.044,-0.098,-0.017,0.086,0.063,-0.069,0.058,0.071,0.053,-0.121,0.072,0.050,0.057,-0.119,-0.011,0.023,0.038,-0.017,0.009
EffectiveIncomeTaxRateReconciliationTaxContingenciesOther,,,,,,,,,,,,,,,,,,,,,0.040,,-0.034
EffectiveIncomeTaxRateReconciliationTaxCredits,-0.007,-0.007,-0.012,,,,,,,,,,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationTaxCreditsInvestment,,,,,,,,,,,,,,,,,,,-0.016,-0.018,0.009,0.037,0.004
EffectiveIncomeTaxRateReconciliationTaxCreditsOther,,,,,,,,,,,,,,,,,,,,-0.058,0.029,,-0.066
EffectiveIncomeTaxRateReconciliationTaxSettlements,,,,,,,,,,,,,,,,,,,,-0.017,0.001,,
EffectiveIncomeTaxRateReconciliationTaxSettlementsOther,,,,,,,,,,,,,,,,,,,,,0.043,,-0.114
ElectricUtilityRevenue,,,,,,,,,,,,,,,,,,,2657000000.000,3480000000.000,4330000000.000,3402000000.000,3644000000.000
ElectricalGenerationRevenue,,,,,,,,,,,,,,,,,,,4473000000.000,3234000000.000,4535000000.000,4082000000.000,4560000000.000
ElectricalTransmissionRevenue,-3000000.000,,,,,,,,,,,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,,,,,,,,,,,,,,,-16000000.000,,,,
