,2011-12-31,2012-12-31
AdjustmentsToAdditionalPaidInCapitalOther,603401.000,
AmortizationOfDebtDiscountPremium,769772.000,618616.000
AmortizationOfIntangibleAssets,88569.000,
AssetRetirementObligationAccretionExpense,4617.000,2431.000
CashAcquiredFromAcquisition,538.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-2296.000
CashPeriodIncreaseDecrease,-6576.000,
ComprehensiveIncomeNetOfTax,-4981993.000,
CostOfGoodsSold,100790.000,
Depletion,112293.000,248697.000
Depreciation,98615.000,97894.000
DepreciationExpense,,97894.000
EarningsPerShareBasicAndDiluted,-0.290,0.000
EffectOfExchangeRateOnCashAndCashEquivalents,-4710.000,
GainLossOnDerivativeInstrumentsNetPretax,470833.000,
GainLossOnSaleOfDerivatives,,-115864.000
GainsLossesOnExtinguishmentOfDebt,-1368198.000,
GainsLossesOnSalesOfAssets,31970.000,
GeneralAndAdministrativeExpense,1641016.000,-2555097.000
GoodwillImpairmentLoss,22119.000,
GrossProfit,-71634.000,-21889.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,309816.000,
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,309816.000,
ImpairmentOfOilAndGasProperties,163500.000,
IncomeLossFromContinuingOperations,-4374398.000,-5430135.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,-5430135.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-4374398.000,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.260,0.000
IncomeLossFromDiscontinuedOperationsNetOfTax,-602885.000,-655077.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,-0.030,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,493637.000,964961.000
IncreaseDecreaseInAccountsPayableRelatedParties,,26725.000
IncreaseDecreaseInAccountsReceivable,-139248.000,
IncreaseDecreaseInInventories,-30627.000,
IncreaseDecreaseInPrepaidExpense,-5836.000,
InterestExpense,1302257.000,-1339698.000
InterestPaid,38733.000,41941.000
NetCashProvidedByUsedInContinuingOperations,,-373468.000
NetCashProvidedByUsedInFinancingActivities,790518.000,950451.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,790518.000,950451.000
NetCashProvidedByUsedInInvestingActivities,-164624.000,-565420.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-164624.000,-565420.000
NetCashProvidedByUsedInOperatingActivities,-627760.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-627760.000,
NetIncomeLoss,-4977283.000,-6085212.000
OilAndGasSalesRevenue,,124157.000
OperatingExpenses,2136451.000,-2555097.000
OperatingIncomeLoss,-2208085.000,
OtherAssetImpairmentCharges,22119.000,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-4710.000,
OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax,,-13859.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,-13869.000
OtherComprehensiveIncomeLossNetOfTax,,-6099081.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,-4710.000,
OtherNonoperatingIncomeExpense,1339.000,
OtherOperatingActivitiesCashFlowStatement,330000.000,
OtherOperatingIncomeExpenseNet,,39514.000
PaidInKindInterest,49149.000,
PaymentsToExploreAndDevelopOilAndGasProperties,165162.000,
PreferredStockConversionsInducements,,16250.000
PreferredStockRedemptionPremium,-14242.000,
ProceedsFromBankDebt,,564358.000
ProceedsFromIssuanceOfLongTermDebt,516082.000,
ProceedsFromRelatedPartyDebt,327939.000,500306.000
ProfitLoss,-4977283.000,-2576986.000
RepaymentsOfDebt,,-90587.000
RepaymentsOfRelatedPartyDebt,13669.000,-23626.000
Revenues,293712.000,124157.000
SalesRevenueNet,293712.000,124157.000
StockIssuedDuringPeriodValueIssuedForServices,,913012.000
StockholdersEquityOther,-49149.000,
WaterProductionCosts,264556.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,7135953987.000
