,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,,,,,,,,,,24000.000,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,,,,,346000.000,,,,1000.000,,,,16000.000,,,,12000.000,,,,2000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,,,,,,,,52126.000,,58119.000
AssetImpairmentCharges,,,,,,,,421000.000,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,,,,,,,,,,,1000.000,,,,42000.000,,,,19000.000
CapitalExpendituresIncurredButNotYetPaid,,,165000.000,,,,82000.000,,,,24717000.000,,,,28994000.000,,,,29302000.000,,,,348000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-4044000.000,,,,728000.000,,,,8402000.000,,,,-2647000.000,,,,4129000.000,,,,1084000.000
ComprehensiveIncomeNetOfTax,,,2224000.000,6063000.000,6364000.000,3448000.000,8853000.000,19472000.000,13814000.000,16844000.000,-5313000.000,13390000.000,17147000.000,7277000.000,10471000.000,6359000.000,7679000.000,2059000.000,-8456000.000,4413000.000,-5282000.000,-17266000.000,-15145000.000
CostsAndExpenses,134940000.000,139019000.000,134738000.000,151200000.000,7226000.000,,,,,,,,,,,,,,,,,,
CumulativeEffectOnRetainedEarningsTax1,,,,,,,,,,,,,,,,,,,,,,,-1028000.000
DebtInstrumentPeriodicPaymentInterest,,,,,,,,,,,,,13100000.000,,13500000.000,300000.000,,,,,,,
DebtIssuanceCosts,,,,,,,,,,,5657000.000,,,,,,,,3700000.000,,,,
DeferredIncomeTaxExpenseBenefit,,,1482000.000,,,,5892000.000,,,,-4559000.000,,,,6279000.000,,,,955000.000,,,,-7883000.000
Depreciation,,,8402000.000,,,,10101000.000,,,,,,,,,,,,,,,,
DepreciationAndAmortization,,,,,,,,,,,11363000.000,,,,18151000.000,,,,16973000.000,,,,16845000.000
EarlyRepaymentOfSeniorDebt,,,,,,,,,,,26132000.000,,,,,,,,,,,,
EarningsPerShareBasic,0.050,0.230,0.140,0.400,0.420,0.210,0.570,1.260,0.890,1.090,-0.340,0.860,1.110,0.480,0.670,0.410,0.490,0.160,-0.570,0.270,-0.320,-1.080,-0.970
EarningsPerShareDiluted,0.050,0.230,0.140,0.390,0.410,0.230,0.570,1.250,0.880,1.070,-0.340,0.850,1.100,0.470,0.660,0.410,0.490,0.160,-0.570,0.270,-0.320,-1.080,-0.970
GainLossOnDispositionOfAssets,77000.000,-638000.000,11000.000,679000.000,-701000.000,-306000.000,-25000.000,14701000.000,1399000.000,529000.000,-1073000.000,-242000.000,-56000.000,523000.000,7000.000,66000.000,165000.000,-577000.000,-359000.000,4298000.000,-85000.000,-504000.000,
GainLossOnDispositionOfAssets1,,,,,,,,,,,,,,,,,200000.000,,-400000.000,4300000.000,-100000.000,,
GainLossOnSaleOfOtherAssets,,,,,,,,,,,,,,,0.000,0.000,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,-29216000.000,-617000.000,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,32525000.000,24212000.000,,-8513000.000,21700000.000,28277000.000,11651000.000,16984000.000,11044000.000,14290000.000,938000.000,-7488000.000,117000.000,-7766000.000,-12012000.000,-23073000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1206000.000,5969000.000,3630000.000,10090000.000,11440000.000,8889000.000,14730000.000,32525000.000,,,,,,,,,,,,,,,
IncomeLossFromEquityMethodInvestments,,,,,,,,596000.000,172000.000,,-41000.000,-65000.000,319000.000,-309000.000,-68000.000,-106000.000,-75000.000,-57000.000,,-76000.000,-198000.000,,-1003000.000
IncomeTaxExpenseBenefit,483000.000,2387000.000,1452000.000,4036000.000,5056000.000,5448000.000,5892000.000,13009000.000,10435000.000,1849000.000,-3192000.000,8332000.000,11028000.000,4259000.000,6621000.000,4590000.000,6621000.000,-1500000.000,1444000.000,-4160000.000,-2799000.000,5046000.000,-7825000.000
IncomeTaxesPaid,,,23000.000,,,,12000.000,,,,13000.000,,,,3061000.000,,,,,,,,0.000
IncreaseDecreaseInOperatingCapital,,,-5788000.000,,,,-4813000.000,,,,25691000.000,,,,5498000.000,,,,28133000.000,,,,1677000.000
InterestExpense,6761000.000,6997000.000,7200000.000,7440000.000,7488000.000,7405000.000,7409000.000,7257000.000,7768000.000,7322000.000,7364000.000,7673000.000,7084000.000,7389000.000,7170000.000,7155000.000,7366000.000,7375000.000,7533000.000,7540000.000,7719000.000,7852000.000,8195000.000
InterestExpenseDebt,,,,13400000.000,800000.000,,,,,,,,,,,,,,,,,,
InterestIncomeOperating,93000.000,50000.000,306000.000,57000.000,,,,,,,,,,,,,,,,,,,
InterestPaid,,,923000.000,,,,733000.000,13600000.000,800000.000,13542000.000,11280000.000,500000.000,,,13453000.000,,,,13691000.000,,,,14114000.000
InventoryLIFOReserveEffectOnIncomeNet,,,,,,,,,,,,,,,562000.000,,,,2435000.000,,,,
LongTermPurchaseCommitmentAmount,,,,,,,160300000.000,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,-16121000.000,,,,-8637000.000,,,,96464000.000,,,,-5567000.000,,,,29700000.000,,,,1400000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-16121000.000,,,,-8637000.000,,,,96464000.000,,,,-5567000.000,,,,29700000.000,,,,1400000.000
NetCashProvidedByUsedInInvestingActivities,,,-5969000.000,,,,-20738000.000,,,,-94184000.000,,,,-26998000.000,,,,-9228000.000,,,,7937000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-5969000.000,,,,-20738000.000,,,,-94184000.000,,,,-26998000.000,,,,-9228000.000,,,,7937000.000
NetCashProvidedByUsedInOperatingActivities,,,18046000.000,,,,30103000.000,,,,6122000.000,,,,29918000.000,,,,-16343000.000,,,,-8253000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,18046000.000,,,,30103000.000,,,,6122000.000,,,,29918000.000,,,,-16343000.000,,,,-8253000.000
NetIncomeLoss,723000.000,3582000.000,2178000.000,6054000.000,6384000.000,3441000.000,8838000.000,19516000.000,13777000.000,16825000.000,-5321000.000,13368000.000,17249000.000,7392000.000,10363000.000,6454000.000,7669000.000,2438000.000,-8932000.000,4277000.000,-4967000.000,-17058000.000,-15248000.000
NonoperatingIncomeExpense,,,,,,,-7257000.000,-7184000.000,-7605000.000,-7097000.000,-36489000.000,-8121000.000,-6846000.000,-7069000.000,-6708000.000,-6588000.000,-6894000.000,-6665000.000,-6918000.000,-7046000.000,-7257000.000,-6152000.000,-7131000.000
OperatingCostsAndExpenses,120443000.000,123622000.000,118698000.000,134092000.000,141706000.000,149028000.000,148203000.000,159494000.000,160731000.000,244662000.000,158653000.000,170357000.000,170531000.000,170466000.000,169207000.000,168828000.000,182064000.000,166951000.000,152554000.000,152417000.000,144938000.000,142641000.000,136513000.000
OperatingExpenses,,,,,152191000.000,,156469000.000,169518000.000,170516000.000,255407000.000,167981000.000,182017000.000,181434000.000,181746000.000,180444000.000,180875000.000,193639000.000,178514000.000,164227000.000,164195000.000,158319000.000,150227000.000,149557000.000
OperatingIncomeLoss,,,,23835000.000,18666000.000,,21987000.000,39709000.000,31817000.000,25771000.000,27976000.000,29821000.000,35123000.000,18720000.000,23692000.000,17632000.000,21184000.000,7603000.000,-570000.000,7163000.000,-509000.000,-5860000.000,-15942000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,,,-4000.000,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,,,,,,,,,,,,,,,24000.000,,,,,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax,,,,,,,,,,,1000.000,-11000.000,1000.000,-8000.000,,,-4000.000,,-1000.000,-1000.000,-1000.000,42000.000,1000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,8000.000,2000.000,,4000.000,2000.000,,,1000.000,,,,,,,,-1000.000,,,,1000.000
OtherComprehensiveIncomeLossTax,,,,,,,,,,,5000.000,14000.000,-64000.000,-60000.000,55000.000,-63000.000,6000.000,-252000.000,332000.000,75000.000,-178000.000,-116000.000,58000.000
