,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableCurrent,85838000.000,84166000.000,107027000.000,116556000.000,132998000.000,176888000.000,181478000.000,267238000.000,233751000.000
AccountsReceivableNetCurrent,30260000.000,27234000.000,25117000.000,39178000.000,36720000.000,39487000.000,21296000.000,31840000.000,29231000.000
AccruedFeesAndOtherRevenueReceivable,36762000.000,36708000.000,35986000.000,25870000.000,17451000.000,18609000.000,46669000.000,52618000.000,66432000.000
AccruedIncomeTaxesCurrent,,,,16500000.000,10300000.000,15000000.000,,,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,84262000.000
AccruedLiabilitiesCurrent,26126000.000,41723000.000,35011000.000,43169000.000,46298000.000,42867000.000,61161000.000,88371000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,503829000.000,548446000.000,601702000.000,646675000.000,353406000.000,391227000.000,173343000.000,213707000.000,266296000.000
AllowanceForDoubtfulAccountsReceivableCurrent,181000.000,182000.000,182000.000,182000.000,10000.000,174000.000,174000.000,10000.000,10000.000
AssetRetirementObligationsNoncurrent,5842000.000,,,,6146000.000,6576000.000,10552000.000,10837000.000,11127000.000
Assets,2743617000.000,3210560000.000,3788800000.000,4127938000.000,3586082000.000,3766269000.000,3618793000.000,4092879000.000,4825148000.000
AssetsCurrent,174123000.000,228132000.000,333642000.000,410431000.000,302351000.000,266856000.000,274606000.000,195044000.000,327905000.000
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,158210000.000,,
CapitalizedCostsOilAndGasProducingActivitiesGross,,,,,,,2932369000.000,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,,2774159000.000,,
CapitalizedCostsProvedProperties,,,,,,,1689132000.000,,
CapitalizedCostsUnprovedProperties,,,,,,,1243237000.000,,
