,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,281250.000,178125.000,125000.000,206475.000,315850.000,425225.000,392933.000,198732.000,185450.000,264688.000,343907.000,326094.000,175228.000,181107.000,197176.000,170825.000,226832.000,221221.000,209888.000,251000.000,392000.000
AccountsPayableCurrent,,,,,,,,,,,,,,405313.000,417032.000,496251.000,543126.000,636876.000,683751.000,730626.000,805000.000,871000.000
AccountsPayableInterestBearingInterestRate,,,,,0.100,,,,,,,,,,,,,,,,,
AccountsPayableOtherCurrent,513147.000,429275.000,478402.000,541493.000,386715.000,411346.000,253969.000,233471.000,188619.000,184597.000,45854.000,97628.000,46962.000,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,76183.000,73388.000,63003.000,53778.000,43253.000,65192.000,70589.000,85589.000,91589.000,85869.000,18203.000,0.000,4500.000,259507.000,243692.000,220814.000,206897.000,174603.000,159171.000,143151.000,135000.000,797000.000
AccountsReceivableNetCurrent,,,,,,,,,,,,,60000.000,,,,,,,,,
AccruedLiabilitiesCurrent,839298.000,890404.000,1060162.000,851952.000,37237.000,21657.000,50289.000,9556.000,9292.000,128208.000,145089.000,123857.000,123986.000,,,,,,,,,
AccruedProfessionalFeesCurrent,302354.000,318368.000,294552.000,131486.000,109303.000,102178.000,123296.000,65050.000,75673.000,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,194897.000,203981.000,203981.000,222042.000,240842.000,249040.000,253411.000,67874.000,71777.000,33355.000,36811.000,40267.000,43723.000,47180.000,50393.000,53723.000,56983.000,27302.000,29059.000,30627.000,32000.000,34000.000
AdditionalPaidInCapital,60009018.000,62817451.000,66069911.000,71144632.000,77090419.000,79340666.000,83986319.000,86123170.000,87930711.000,95937936.000,97397237.000,97679081.000,97943426.000,98232582.000,98563424.000,99781355.000,99947915.000,101687839.000,102408579.000,103509548.000,103716955.000,104270564.000
Assets,604583.000,157848.000,781643.000,1202999.000,1001023.000,1707927.000,4682073.000,4703558.000,3932494.000,4235599.000,4146421.000,3402701.000,2782293.000,2347558.000,1500964.000,1275024.000,648380.000,670329.000,401692.000,446419.000,186000.000,219000.000
