,2011-09-30
ComprehensiveIncomeNetOfTax,2220859.000
CostOfGoodsSold,5637715.000
EarningsPerShareBasicAndDiluted,0.110
GrossProfit,2945113.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1645975.000
InvestmentIncomeInterest,34904.000
NetIncomeLoss,1645975.000
NonoperatingIncomeExpense,31605.000
OperatingIncomeLoss,1614370.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,574884.000
OtherNonoperatingIncomeExpense,-3299.000
Revenues,8582828.000
SalesRevenueNet,8582828.000
SellingGeneralAndAdministrativeExpense,1330743.000
