,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfDebtDiscountPremium,259000.000,,,,66000.000
AmortizationOfFinancingCosts,362000.000,,,,294000.000
AmortizationOfIntangibleAssets,,,,,175000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1895000.000,,,,-617000.000
ComprehensiveIncomeNetOfTax,2357000.000,922000.000,6916000.000,16181000.000,2068000.000
CostOfGoodsSold,25219000.000,26707000.000,26341000.000,27605000.000,39122000.000
DeferredIncomeTaxExpenseBenefit,41000.000,,,,-2564000.000
Depreciation,293000.000,,,,354000.000
DepreciationDepletionAndAmortization,,,,,529000.000
EarningsPerShareBasic,0.310,0.050,0.380,0.890,0.100
EarningsPerShareDiluted,0.270,0.050,0.340,0.830,0.100
GainsLossesOnExtinguishmentOfDebt,,-2824000.000,,,-6116000.000
GrossProfit,24647000.000,24874000.000,24618000.000,26217000.000,27666000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2447000.000,1408000.000,6613000.000,4440000.000,-178000.000
IncomeTaxExpenseBenefit,213000.000,609000.000,-180000.000,-12647000.000,-2055000.000
IncreaseDecreaseInAccountsPayable,724000.000,,,,-1597000.000
IncreaseDecreaseInAccountsReceivable,-1291000.000,,,,1801000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,-4773000.000,,,,-5302000.000
IncreaseDecreaseInInventories,3637000.000,,,,-1299000.000
IncreaseDecreaseInOtherCurrentAssets,-1455000.000,,,,1420000.000
IncreaseDecreaseInOtherOperatingAssets,-416000.000,,,,-26000.000
IncreaseDecreaseInPensionPlanObligations,64000.000,,,,60000.000
IncreaseDecreaseInPostretirementObligations,-28000.000,,,,32000.000
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,1156322.000,1602845.000,1634627.000,-2848601.000,898960.000
InterestExpense,,,,,4933000.000
InterestIncomeExpenseNonoperatingNet,-8462000.000,-6876000.000,-5557000.000,-5726000.000,
InvestmentIncomeInterest,,332000.000,279000.000,,114000.000
NetCashProvidedByUsedInFinancingActivities,-2418000.000,,,,2091000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-2418000.000,,,,2091000.000
NetCashProvidedByUsedInInvestingActivities,-454000.000,,,,-368000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-454000.000,,,,-368000.000
NetCashProvidedByUsedInOperatingActivities,977000.000,,,,-2340000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,977000.000,,,,-2340000.000
NetIncomeLoss,2234000.000,799000.000,6793000.000,17087000.000,1877000.000
OperatingIncomeLoss,10909000.000,10776000.000,11891000.000,10009000.000,10757000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,191000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax,-123000.000,-123000.000,-123000.000,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,,71000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,,,,,43000.000
PaidInKindInterest,2254000.000,,,,0.000
PaymentsOfFinancingCosts,,,,,4792000.000
PaymentsOfStockIssuanceCosts,268000.000,,,,0.000
PaymentsToAcquirePropertyPlantAndEquipment,454000.000,,,,368000.000
ProceedsFromIssuanceOfCommonStock,0.000,,,,
ProceedsFromLinesOfCredit,,,,,29550000.000
ProceedsFromRepaymentsOfLinesOfCredit,1000000.000,,,,-15034000.000
ProceedsFromStockOptionsExercised,,,,,679000.000
RepaymentsOfSecuredDebt,3150000.000,,,,
Revenues,49866000.000,51581000.000,50959000.000,53822000.000,66788000.000
SalesRevenueNet,49866000.000,51581000.000,50959000.000,53822000.000,66788000.000
SellingGeneralAndAdministrativeExpense,13738000.000,14098000.000,12727000.000,16208000.000,16909000.000
ShareBasedCompensation,12000.000,13000.000,99000.000,-24000.000,45000.000
ShippingHandlingAndTransportationCosts,1500000.000,1600000.000,1700000.000,1700000.000,2200000.000
StockOptionPlanExpense,,,,,100000.000
WeightedAverageNumberOfDilutedSharesOutstanding,8354659.000,16877291.000,19729219.000,-26945624.000,19633353.000
WeightedAverageNumberOfSharesOutstandingBasic,7198337.000,15274446.000,18094592.000,-24097023.000,18734393.000
