,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AmortizationOfDebtDiscountPremium,3081.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-61123.000,,,
CostsAndExpenses,105507.000,132593.000,138896.000,185825.000
DepletionOfOilAndGasProperties,6100.000,5136.000,5407.000,9369.000
Depreciation,2381.000,37976.000,37976.000,48603.000
DepreciationDepletionAndAmortization,8481.000,,,
EarningsPerShareBasicAndDiluted,0.000,-0.010,-0.000,0.000
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,,-156651.000,-212962.000,
IncomeLossFromExtraordinaryItemsNetOfTaxPerBasicAndDilutedShare,,0.000,-0.000,
IncomeLossFromOperationsBeforeExtraordinaryItemsPerBasicAndDilutedShare,,0.000,-0.000,
IncreaseDecreaseInAccountsPayableTrade,-12983.000,,,
IncreaseDecreaseInAccountsReceivable,1021.000,,,
InterestExpenseLongTermDebt,5330.000,44507.000,85894.000,309887.000
InterestPaid,2250.000,,,
MaintenanceCosts,11079.000,,,
NetCashProvidedByUsedInFinancingActivities,192720.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,192720.000,,,
NetCashProvidedByUsedInInvestingActivities,170088.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,170088.000,,,
NetCashProvidedByUsedInOperatingActivities,-83755.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-83755.000,,,
NetIncomeLoss,-83355.000,-314213.000,-212962.000,-9483.000
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,450000.000,,,
OilAndGasProductionExpense,4631.000,4485.000,6506.000,3377.000
OilAndGasRevenue,27482.000,20449.000,11828.000,26164.000
OperatingIncomeLoss,-78025.000,-112144.000,-127068.000,-159661.000
OtherExpenses,,,85894.000,
OtherExtraordinaryGainLoss,,-157562.000,,
OtherGeneralAndAdministrativeExpense,29123.000,7325.000,21448.000,-9421.000
PaymentsToAcquirePropertyPlantAndEquipment,-50000.000,,,
PaymentsToExploreAndDevelopOilAndGasProperties,-120088.000,,,
ProceedsFromNotesPayable,200000.000,,,
ProfessionalFees,52193.000,50671.000,22559.000,-109983.000
RepaymentsOfNotesPayable,7280.000,,,
WeightedAverageNumberOfDilutedSharesOutstanding,42362100.000,42854048.000,42894561.000,-85216148.000
