,2011-09-30
CommunicationsAndInformationTechnology,353468.000
EarningsPerShareBasicAndDiluted,-0.050
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-1463847.000
InterestExpense,170334.000
LaborAndRelatedExpense,1122502.000
NetIncomeLoss,-1634181.000
NetIncomeLossAvailableToCommonStockholdersDiluted,-1725625.000
OperatingExpenses,2927012.000
OtherExpenses,170334.000
OtherSellingGeneralAndAdministrativeExpense,533908.000
PreferredStockDividendsAndOtherAdjustments,91444.000
Revenues,1463165.000
SalesAllowancesServices,37500.000
SalesRevenueNet,1463165.000
SellingAndMarketingExpense,917134.000
WeightedAverageNumberOfDilutedSharesOutstanding,31877770.000
