,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-1754000.000,,,,-1005000.000,,,,19000.000,,,,-19000.000,,,,51000.000,,,,-20000.000,
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,,,,,,,,,,,,,,,336000.000,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,2497000.000,,,,3623000.000,,,,1893000.000,,,,2245000.000,,,,2298000.000,,,,900000.000,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,3588000.000,,,,-97000.000,,,,601000.000,,,,-270000.000,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,2500000.000,4000000.000,3400000.000,3800000.000,3600000.000,3800000.000,3300000.000,3200000.000,1900000.000,3200000.000,2800000.000,2700000.000,2200000.000,3400000.000,1700000.000,2400000.000,2300000.000,2000000.000,1400000.000,1600000.000,900000.000,900000.000
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,,,,,,,300000.000,,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,,,,600000.000,800000.000,900000.000,1100000.000,1400000.000,1400000.000,1500000.000,1400000.000,1500000.000,1500000.000,1400000.000,1300000.000,1300000.000,1200000.000,1100000.000,1100000.000,900000.000,900000.000
CapitalExpendituresIncurredButNotYetPaid,,,1465000.000,,,,673000.000,,,,526000.000,,,,35000.000,,,,0.000,,,,209000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,28227000.000,,,,60662000.000,,,,-21835000.000,,,,34274000.000,,,,-39025000.000,,,,,
ComprehensiveIncomeNetOfTax,,,33675000.000,47462000.000,31753000.000,15890000.000,26918000.000,10214000.000,10145000.000,-6441000.000,-4366000.000,12919000.000,6168000.000,-5276000.000,-206000.000,-680000.000,-62758000.000,-6734000.000,-9947000.000,3367000.000,-9523000.000,-13839000.000,9870000.000,6314000.000
CostOfServices,62012000.000,69611000.000,68475000.000,65395000.000,75699000.000,145704000.000,101646000.000,106045000.000,92204000.000,96033000.000,83081000.000,76853000.000,79707000.000,81671000.000,75049000.000,71410000.000,69197000.000,65840000.000,69586000.000,66448000.000,64095000.000,63769000.000,63039000.000,61148000.000
CostsAndExpenses,157331000.000,172998000.000,198084000.000,180766000.000,202354000.000,184253000.000,178564000.000,181546000.000,172761000.000,175309000.000,165128000.000,149108000.000,152073000.000,158085000.000,143718000.000,147569000.000,175241000.000,137496000.000,149301000.000,134613000.000,145406000.000,137991000.000,119828000.000,118401000.000
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,,,,,,,,-1284000.000,
Depreciation,,,,,,,,,,,,,,,,,,,2400000.000,2000000.000,2000000.000,,1400000.000,1400000.000
DepreciationDepletionAndAmortization,,,4095000.000,,,,4831000.000,,,,6029000.000,,,,5345000.000,,,,3729000.000,,,,2388000.000,
EarningsPerShareBasic,0.990,0.850,0.640,0.900,0.590,0.290,0.500,0.190,0.190,-0.120,-0.100,0.290,0.140,-0.120,-0.010,-0.010,-1.370,-0.150,-0.220,0.070,-0.200,-0.300,0.230,0.220
EarningsPerShareDiluted,0.900,0.780,0.590,0.840,0.560,0.300,0.490,0.190,0.180,-0.120,-0.100,0.280,0.140,-0.110,-0.010,-0.010,-1.370,-0.150,-0.220,0.070,-0.200,-0.300,0.230,0.210
