,2011-12-31,2015-12-31,2016-12-31
AccumulatedDepreciationDepletionAndAmortizationSaleOfPropertyPlantAndEquipment1,,,-65767.000
AllocatedShareBasedCompensationExpense,,79601.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-358.000,215087.000,-915440.000
CostOfOtherPropertyOperatingExpense,,120094.000,79101.000
Depreciation,,6413.000,6467.000
DepreciationAndAmortization,,150369.000,181899.000
DepreciationDepletionAndAmortization,,150368.000,181899.000
EarningsPerShareBasicAndDiluted,0.640,-0.080,-0.030
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340
GainLossOnDispositionOfAssets1,,,-1843.000
GainLossOnSaleOfPropertyPlantEquipment,,,-1843.000
GainLossOnSalesOfAssetsAndAssetImpairmentCharges,,0.000,
GeneralAndAdministrativeExpense,28487.000,274797.000,204029.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,991513.000,-1372030.000,-501576.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,379834.000,-23491.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-584775.000,-170536.000
IncomeTaxReconciliationNondeductibleExpense,,316736.000,226629.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,-111795.000,-32602.000
IncreaseDecreaseInAccountsPayable,,8962.000,41514.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,19129.000,,
IncreaseDecreaseInAccruedLiabilities,,34207.000,4704.000
IncreaseDecreaseInDeferredRevenue,,,4750.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-69629.000,28951.000
IncreaseDecreaseInSecurityDeposits,,-1134.000,
InterestExpense,,193448.000,192492.000
InterestExpenseRelatedParty,,35000.000,35000.000
InterestIncomeOperating,,439.000,
InterestPaid,,193448.000,192500.000
LegalFees,,53512.000,
LitigationSettlementExpense,,,87500.000
NetCashProvidedByUsedInFinancingActivities,,997750.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,997750.000,
NetCashProvidedByUsedInInvestingActivities,,-282408.000,-912348.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-282408.000,-912348.000
NetCashProvidedByUsedInOperatingActivities,-358.000,-500255.000,-3092.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-358.000,-500255.000,-3092.000
NetIncomeLoss,991513.000,-1372030.000,-501576.000
NonoperatingIncomeExpense,1020000.000,,
OperatingExpenses,28487.000,2541860.000,2125949.000
OperatingIncomeLoss,-28487.000,-1146566.000,-272241.000
OperatingLeasesIncomeStatementLeaseRevenue,,150000.000,
OperatingLeasesRentExpenseNet,,45357.000,32260.000
OperatingLeasesRentExpenseSubleaseRentals1,,10662.000,28965.000
OtherNonoperatingIncome,,2545.000,
OtherNonoperatingIncomeExpense,,-225464.000,-229335.000
PaymentsForRepurchaseOfCommonStock,,2250.000,
PaymentsToAcquireAndDevelopRealEstate,,75447.000,910314.000
PaymentsToAcquireLand,,200000.000,
PaymentsToAcquirePropertyPlantAndEquipment,,6961.000,2534.000
ProceedsFromIssuanceOfCommonStock,,1000000.000,
ProceedsFromSaleOfPropertyHeldForSale,,,1206658.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,,500.000
ProfessionalFees,,1333435.000,989506.000
RealEstateRevenueNet,,414785.000,239178.000
RealEstateTaxExpense,,87117.000,111186.000
Revenues,,1395294.000,1853708.000
SalesRevenueNet,,1395294.000,1853708.000
ShareBasedCompensation,9000.000,79601.000,249125.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,300000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,1550000.000,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,1.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,1.000,
StockIssuedDuringPeriodValueIssuedForServices,,79601.000,
StockIssuedDuringPeriodValueNewIssues,,1000000.000,
StockOptionPlanExpense,,782063.000,559578.000
WeightedAverageNumberOfDilutedSharesOutstanding,1552458.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,18134328.000,17150944.000
WeightedAverageNumberOfSharesOutstandingBasic,1552458.000,,
