,2014-12-31,2015-12-31,2016-12-31
AmortizationOfFinancingCostsAndDiscounts,,2100000.000,11711000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,0.000,0.000,
ComprehensiveIncomeNetOfTax,-376853000.000,-265617000.000,
ConstructionInProgressExpendituresIncurredButNotYetPaid,117442000.000,228157000.000,262600000.000
ContributionOfProperty,745000.000,90645000.000,252802000.000
CostOfGoodsSold,,,415746000.000
CostsAndExpensesRelatedParty,95000.000,1331000.000,128423000.000
Depreciation,967000.000,,76800000.000
DepreciationDepletionAndAmortization,967000.000,2479000.000,83238000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,36380000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3,0.000,0.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,0.000,0.000,
GainLossOnDerivativeInstrumentsNetPretax,-118541000.000,-41722000.000,-5934000.000
GainLossOnDiscontinuationOfCashFlowHedgeDueToForecastedTransactionProbableOfNotOccurringNet,0.000,,
GainLossOnSaleOfDerivatives,22093000.000,41756000.000,6705000.000
GainsLossesOnExtinguishmentOfDebt,-114335000.000,-96273000.000,-52180000.000
GeneralAndAdministrativeExpense,5305000.000,5637000.000,7246000.000
ImpairmentOfLongLivedAssetsHeldForUse,0.000,0.000,400000.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000
IncreaseDecreaseInAccountsAndOtherReceivables,,,89820000.000
IncreaseDecreaseInAccountsPayable,,-4967000.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,9234000.000,,179295000.000
IncreaseDecreaseInAccountsReceivableRelatedParties,,,98590000.000
IncreaseDecreaseInDeferredRevenue,,,45921000.000
IncreaseDecreaseInDueToAffiliates,-2373000.000,6347000.000,954000.000
IncreaseDecreaseInInventories,22963000.000,3565000.000,60045000.000
IncreaseDecreaseInOtherOperatingCapitalNet,2644000.000,960000.000,10219000.000
IncreaseDecreaseInRestrictedCash,-2587565000.000,-2923034000.000,
IncreaseDecreaseInRestrictedCashForOperatingActivities,-175853000.000,-207231000.000,
InterestCostsCapitalized,374000000.000,495100000.000,463090000.000
InterestCostsIncurred,397900000.000,531500000.000,648915000.000
InterestExpense,23909000.000,36330000.000,185825000.000
InterestPaidNet,,,74519000.000
LeaseAndRentalExpense,900000.000,1200000.000,1800000.000
LossOnDiscontinuationOfCashFlowHedgeDueToForecastedTransactionProbableOfNotOccurring,,0.000,
NetCashProvidedByUsedInFinancingActivities,0.000,0.000,2636220000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,0.000,2636220000.000
NetCashProvidedByUsedInInvestingActivities,0.000,0.000,-2337864000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,0.000,-2337864000.000
NetCashProvidedByUsedInOperatingActivities,0.000,0.000,-129663000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,0.000,0.000,-129663000.000
NetIncomeLoss,-376853000.000,-265617000.000,-193465000.000
NonoperatingIncomeExpense,-256814000.000,-173985000.000,-243312000.000
OilAndGasSalesRevenue,,,539454000.000
OperatingCostsAndExpenses,6071000.000,-27896000.000,73785000.000
OperatingExpenses,120039000.000,91632000.000,783564000.000
OperatingIncomeLoss,-120039000.000,-91632000.000,49847000.000
OtherComprehensiveIncomeLossNetOfTax,0.000,0.000,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,0.000,0.000,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,0.000,0.000,
OtherDepreciationAndAmortization,,2479000.000,
OtherNoncashIncomeExpense,,,-432000.000
OtherNonoperatingIncomeExpense,-29000.000,340000.000,627000.000
PaymentsForAdvanceToAffiliate,0.000,,
PaymentsForProceedsFromOtherInvestingActivities,38710000.000,62034000.000,32127000.000
PaymentsOfDebtExtinguishmentCosts,,,424000.000
PaymentsOfDebtIssuanceCosts,102687000.000,168635000.000,42106000.000
PaymentsToAcquirePropertyPlantAndEquipment,2548855000.000,2861000000.000,2305737000.000
ProceedsFromContributionsFromParent,11734000.000,15297000.000,1250000.000
ProceedsFromIssuanceOfDebt,,,5442500000.000
ProceedsFromIssuanceOfLongTermDebt,2584500000.000,2860000000.000,
ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,-2316547000.000,-2706662000.000,
ProvisionForDoubtfulAccounts,,,0.000
RelatedPartyCosts,,,6754000.000
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,71065000.000,87681000.000,68070000.000
RepaymentsOfDebt,,,2765000000.000
RepaymentsOfLongTermDebt,177000000.000,0.000,
ResearchAndDevelopmentExpense,9319000.000,2850000.000,126000.000
RevenueFromRelatedParties,,,293957000.000
Revenues,0.000,0.000,833411000.000
SalesRevenueNet,0.000,0.000,833411000.000
UnrealizedGainLossOnDerivatives,-118199000.000,-7377000.000,
