,2011-12-31,2012-12-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,91000.000
AllocatedShareBasedCompensationExpense,,91000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,32000.000,-32000.000
CommonStockDividendsPerShareCashPaid,0.780,0.730
CostOfOtherPropertyOperatingExpense,19241000.000,19875000.000
CostOfPropertyRepairsAndMaintenance,10827000.000,11246000.000
Depreciation,32432000.000,31054000.000
DirectCostsOfHotels,61257000.000,63743000.000
DirectOperatingCostRoyaltyExpense,9936000.000,10614000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,700000.000,0.000
DividendsCommonStockCash,-71247000.000,66137000.000
EarningsPerShareBasicAndDiluted,0.490,0.540
GainLossOnSaleOfProperties,0.000,0.000
GeneralAndAdministrativeExpense,6151000.000,7620000.000
ImpairmentOfRealEstate,,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,44461000.000,49543000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.480,0.540
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.010,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-883000.000,580000.000
IncreaseDecreaseInOtherOperatingAssets,-188000.000,-262000.000
IncreaseDecreaseInRestrictedCash,-773000.000,-2281000.000
InterestCostsCapitalized,,100000.000
InterestIncomeExpenseNet,-3617000.000,-3084000.000
InterestPaid,3720000.000,3099000.000
NetCashProvidedByUsedInFinancingActivities,-75385000.000,-70356000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-75385000.000,-70356000.000
NetCashProvidedByUsedInInvestingActivities,-2721000.000,-10852000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-2721000.000,-10852000.000
NetCashProvidedByUsedInOperatingActivities,78138000.000,81176000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,78138000.000,81176000.000
NetIncomeLoss,45161000.000,49543000.000
NumberOfReportableSegments,,1.000
OccupancyRevenue,220227000.000,235630000.000
OperatingExpenses,195943000.000,207805000.000
OperatingIncomeLoss,48078000.000,52627000.000
OtherComprehensiveIncomeLossNetOfTax,,0.000
OtherGeneralExpense,7241000.000,7965000.000
OtherHotelOperatingRevenue,16553000.000,16837000.000
OtherNonrecurringExpense,,4037000.000
OwnedPropertyManagementCosts,7957000.000,8681000.000
PaymentsForCapitalImprovements,14148000.000,12338000.000
PaymentsForProceedsFromOtherInvestingActivities,101000.000,795000.000
PaymentsOfDividendsCommonStock,71247000.000,66137000.000
PaymentsOfFinancingCosts,417000.000,163000.000
ProceedsFromIssuanceOrSaleOfEquity,,18536000.000
ProceedsFromRepaymentsOfLinesOfCredit,4139000.000,-9220000.000
ProceedsFromRepaymentsOfSecuredDebt,-4692000.000,
ProceedsFromSaleOfEquityMethodInvestments,0.000,
ProceedsFromSaleOfPropertyHeldForSale,10755000.000,0.000
ProceedsFromSecuredNotesPayable,,18300000.000
RealEstateAccumulatedDepreciationDepreciationExpense,,31054000.000
RealEstateAccumulatedDepreciationOtherDeductions,,0.000
RealEstateAccumulatedDepreciationRealEstateSold,,-4000.000
RealEstateCostOfRealEstateSold,,-11000.000
RealEstateImprovements,,13218000.000
RealEstateOtherAcquisitions,,597000.000
RealEstateOtherDeductions,,0.000
RealEstateTaxesAndInsurance,12133000.000,13103000.000
ReimbursementRevenue,7241000.000,7965000.000
RepaymentsOfSecuredDebt,,13658000.000
Revenues,244021000.000,260432000.000
SalesRevenueNet,244021000.000,260432000.000
SellingAndMarketingExpense,18967000.000,20345000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,72856.000
StockGrantedDuringPeriodValueSharebasedCompensation,111000.000,
StockIssuedDuringPeriodSharesStockOptionsExercised,,0.000
StockIssuedDuringPeriodValueNewIssues,27069000.000,18536000.000
StockRedeemedOrCalledDuringPeriodValue,-30237000.000,18014000.000
UtilitiesCosts,9801000.000,9522000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,91142000.000
