,2012-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-598926.000
CostsAndExpenses,5798410.000
DerivativeGainLossOnDerivativeNet,-324580.000
EffectOfExchangeRateOnCashAndCashEquivalents,148445.000
ExplorationExpense,6200.000
ForeignCurrencyTransactionGainLossBeforeTax,21530.000
GainLossOnDerivativeInstrumentsNetPretax,324580.000
GeneralAndAdministrativeExpense,428636.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.340
IncomeTaxesPaidNet,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,608921.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,206250.000
IncreaseDecreaseInOtherOperatingAssets,-48571.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-3542.000
InterestExpense,64455.000
InterestPaidNet,0.000
InvestmentBankingAdvisoryBrokerageAndUnderwritingFeesAndCommissions,-300000.000
InvestmentIncomeInterest,267.000
NetCashProvidedByUsedInFinancingActivities,1768153.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1768153.000
NetCashProvidedByUsedInInvestingActivities,-799535.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-799535.000
NetCashProvidedByUsedInOperatingActivities,-1715989.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1715989.000
NetIncomeLoss,-5537391.000
OfficersCompensation,3949874.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-5515861.000
OtherIncome,627.000
OtherNonoperatingIncomeExpense,261019.000
PaymentsToAcquireBusinessesNetOfCashAcquired,100000.000
PaymentsToAcquireMineralRights,675492.000
PaymentsToAcquireProductiveAssets,24043.000
ProceedsFromIssuanceOfCommonStock,901503.000
ProceedsFromNotesPayable,866650.000
ProfitLoss,-5537391.000
SellingAndMarketingExpense,5068.000
StockIssuedDuringPeriodValueShareBasedCompensation,700000.000
StockOptionPlanExpense,2889174.000
TravelAndEntertainmentExpense,202465.000
UnrealizedGainLossOnDerivatives,625829.000
WeightedAverageNumberOfSharesOutstandingBasic,16440020.000
