,2011-06-30
AccountsPayableCurrent,146613.000
AccountsReceivableNetCurrent,103474.000
AssetRetirementObligationsNoncurrent,236730.000
Assets,6355991.000
AssetsCurrent,618455.000
AssetsNoncurrent,5737536.000
CashAndCashEquivalentsAtCarryingValue,192206.000
DerivativeAssetsCurrent,294482.000
DerivativeAssetsNoncurrent,344865.000
DerivativeLiabilitiesCurrent,241647.000
DerivativeLiabilitiesNoncurrent,248130.000
DueToAffiliateCurrent,115725.000
GeneralPartnersCapitalAccount,1076126.000
InventoryNet,28293.000
Liabilities,988845.000
LiabilitiesAndStockholdersEquity,6355991.000
LiabilitiesCurrent,503985.000
LimitedPartnersCapitalAccount,4291020.000
LimitedPartnersCapitalAccountUnitsIssued,867.330
LimitedPartnersCapitalAccountUnitsOutstanding,867.330
OilAndGasPropertySuccessfulEffortMethodAccumulatedDepreciationDepletionAndAmortization,8799412.000
OilAndGasPropertySuccessfulEffortMethodGross,14136864.000
OilAndGasPropertySuccessfulEffortMethodNet,5337452.000
OtherAssetsNoncurrent,55219.000
PartnersCapital,5367146.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5367146.000
