,2014-12-31,2015-12-31,2016-12-31
AdjustmentOfWarrantsGrantedForServices,,,21322.000
CashAndCashEquivalentsPeriodIncreaseDecrease,10249.000,-10730.000,15690.000
EarningsPerShareBasicAndDiluted,-0.010,-0.010,-0.010
GeneralAndAdministrativeExpense,283131.000,561473.000,791551.000
IncomeTaxExpenseBenefit,0.000,,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,514692.000,401613.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,-514692.000,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,-401613.000
IncomeTaxesPaid,0.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,66672.000,-67593.000,95227.000
IncreaseDecreaseInDeferredCharges,-428098.000,386967.000,-6412.000
IncreaseDecreaseInDerivativeLiabilities,,,161462.000
IncreaseDecreaseInInventories,-52276.000,49165.000,5984.000
IncreaseDecreaseInPrepaidExpense,,,194.000
IncreaseDecreaseInPrepaidExpensesOther,-12579.000,14285.000,
InterestExpense,7354.000,11211.000,841799.000
InterestPaid,0.000,,
IssuanceOfStockAndWarrantsForServicesOrClaims,129080.000,,524080.000
NetCashProvidedByUsedInFinancingActivities,589610.000,263052.000,399518.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,589610.000,263052.000,399518.000
NetCashProvidedByUsedInInvestingActivities,0.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,,
NetCashProvidedByUsedInOperatingActivities,-579361.000,-273782.000,-383828.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-579361.000,-273782.000,-383828.000
NetIncomeLoss,-340120.000,-1026987.000,-1815242.000
OperatingExpenses,333442.000,1016342.000,814482.000
OperatingIncomeLoss,-332766.000,-1015776.000,-811981.000
OtherExpenses,7354.000,,1003261.000
PaymentsForLoans,-7500.000,0.000,
ProceedsFromConstructionLoansPayable,,24900.000,
ProceedsFromConvertibleDebt,220580.000,310100.000,458135.000
ProceedsFromIssuanceOfCommonStock,,0.000,
ProceedsFromIssuanceOrSaleOfEquity,20960.000,,
ProceedsFromLoans,,0.000,
ProceedsFromNotesPayable,,,8565.000
ProceedsFromRelatedPartyDebt,355570.000,71948.000,
ProfitLoss,,-1026987.000,
RepaymentsOfRelatedPartyDebt,,,-67182.000
Revenues,676.000,566.000,2501.000
SalesRevenueNet,676.000,566.000,2501.000
StockIssued1,,,621470.000
StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,40000.000,,
StockIssuedDuringPeriodSharesIssuedForServices,129080.000,,
StockIssuedDuringPeriodSharesNewIssues,20960.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,50419957.000,73961414.000,145239432.000
