,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,90602.000,207250.000
AccountsPayableCurrentAndNoncurrent,1670600.000,70173.000,
Assets,1672728.000,2496572.000,3170576.000
CapitalLeasesNetInvestmentInDirectFinancingLeases,,926751.000,859908.000
CapitalLeasesNetInvestmentInDirectFinancingLeasesDeferredIncome,,111509.000,91206.000
CapitalLeasesNetInvestmentInDirectFinancingLeasesMinimumPaymentsToBeReceived,,970258.000,883112.000
CapitalLeasesNetInvestmentInDirectFinancingLeasesUnguaranteedResidualValuesOfLeasedProperty,,68002.000,68002.000
CashAndCashEquivalentsAtCarryingValue,2100.000,1180918.000,1857055.000
DeferredRevenue,,11647.000,11647.000
EscrowDeposit,1200000.000,,
GeneralPartnersCapitalAccount,100.000,-3049.000,-6755.000
GeneralPartnersContributedCapital,100.000,,
InterestPayableCurrentAndNoncurrent,28.000,,
Liabilities,1671628.000,213911.000,276124.000
LiabilitiesAndStockholdersEquity,1672728.000,2496572.000,3170576.000
LimitedPartnersCapitalAccount,1000.000,2285710.000,2901207.000
LimitedPartnersContributedCapital,1000.000,,
LoansPayable,1000.000,1000.000,
MembersEquityAttributableToNoncontrollingInterest,1100.000,,
OtherAssetsCurrent,,,158792.000
PartnersCapital,,2282661.000,2894452.000
PropertySubjectToOrAvailableForOperatingLeaseAccumulatedDepreciation,,16123.000,40005.000
PropertySubjectToOrAvailableForOperatingLeaseGross,,334826.000,334826.000
PropertySubjectToOrAvailableForOperatingLeaseNet,,318703.000,294821.000
RestrictedCashAndCashEquivalents,1670628.000,70200.000,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1100.000,2282661.000,2894452.000
