,2011-09-30,2012-09-30,2013-09-30,2014-09-30,2015-08-31
AdjustmentsToAdditionalPaidInCapitalOther,,,,42899.000,
AmortizationOfFinancingCosts,,,,,31712.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-900.000,160.000,1433.000,,-54190.000
CashPeriodIncreaseDecrease,,,,70732.000,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,-2394848.000
ConversionGainsAndLossesOnForeignInvestments,,,,,98433.000
CostOfGoodsSoldDirectLabor,,,,,125000.000
CumulativeTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,,,103432.000
DebtInstrumentDecreaseForgiveness,,,,42899.000,
Depreciation,,,,,1328.000
EarningsPerShareBasicAndDiluted,0.005,-0.000,0.000,-0.000,-0.030
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,-339.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.350
EffectiveIncomeTaxRateReconciliationDeductionsOther,,,,,-468.000
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,,,-48231.000
EffectiveIncomeTaxRateReconciliationTaxContingenciesForeign,,,,,0.265
ExtinguishmentOfDebtAmount,,,,42899.000,
GainLossOnSaleOfPreviouslyUnissuedStockBySubsidiaryOrEquityInvesteeNonoperatingIncome,,,,,65000.000
GeneralAndAdministrativeExpense,34547.000,10138.000,10573.000,32967.000,1185356.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,-2493281.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-34547.000,-10138.000,-10573.000,,
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,-34547.000,-10138.000,-10573.000,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,-823949.000
IncomeTaxReconciliationTaxContingenciesDomestic,,,,,872648.000
IncreaseDecreaseInAccountsPayable,447.000,298.000,-1794.000,,542638.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,2240.000,
IncreaseDecreaseInAccountsPayableRelatedParties,11000.000,10000.000,13800.000,,
IncreaseDecreaseInDeferredCharges,,,,,955125.000
IncreaseDecreaseInDepositOtherAssets,,,,,-150000.000
IncreaseDecreaseInDueToOfficersAndStockholders,,,,9000.000,
IncreaseDecreaseInDueToRelatedParties,,,,100678.000,
IncreaseDecreaseInNotesPayableRelatedParties,,,,100688.000,
IncreaseDecreaseInPrepaidExpense,,,,,-135550.000
InterestExpense,,,,1287.000,
InterestExpenseDebt,,,,1287.000,
InterestExpenseOther,,,,,14000.000
InterestExpenseRelatedParty,,,,1287.000,71104.000
IssuanceOfStockAndWarrantsForServicesOrClaims,22200.000,,,,
NetCashProvidedByUsedInFinancingActivities,11000.000,10000.000,13800.000,101459.000,1130491.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,11000.000,10000.000,13800.000,101459.000,1130491.000
NetCashProvidedByUsedInInvestingActivities,,,,,-150000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-150000.000
NetCashProvidedByUsedInOperatingActivities,-11900.000,-9840.000,-12367.000,-30727.000,-1034342.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-11900.000,-9840.000,-12367.000,-30727.000,-1034342.000
NetIncomeLoss,-34547.000,-10138.000,-10573.000,-34254.000,-2493281.000
NetIncomeLossAllocatedToGeneralPartners,,,,,-2493281.000
NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationWarrantsIssued1,,,,,4900000.000
NonoperatingGainsLosses,,,,,-2394848.000
NonoperatingIncomeExpense,,,,,-2394848.000
OperatingExpenses,34547.000,10138.000,10573.000,32967.000,2408177.000
OperatingIncomeLoss,,,,-32967.000,-2408177.000
OtherDepreciationAndAmortization,,,,,500686.000
OtherOperatingIncomeExpenseNet,,,,-1287.000,
ProceedsFromConvertibleDebt,,,,,500000.000
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlans,,,,,307000.000
ProceedsFromIssuanceOrSaleOfEquity,,,,,172000.000
ProceedsFromRelatedPartyDebt,,,,,268389.000
ProceedsFromRepaymentsOfDebt,,,,-937.000,
RepaymentsOfRelatedPartyDebt,,,,-7282.000,9898.000
ResearchAndDevelopmentExpense,,,,,270633.000
ResearchAndDevelopmentExpenseSoftwareExcludingAcquiredInProcessCost,,,,,952188.000
SaleOfStockConsiderationReceivedPerTransaction,,,,180000.000,
SaleOfStockNumberOfSharesIssuedInTransaction,,,,,1500000.000
ShareBasedCompensation,,,,,518125.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfAdditionalSharesAuthorized,,,,,10000000.000
StockAndWarrantsIssuedDuringPeriodValuePreferredStockAndWarrants,,,,,135000.000
StockIssuedDuringPeriodSharesConversionOfUnits,,,,,2827548.000
StockIssuedDuringPeriodSharesIssuedForServices,,,,,12430000.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,,,376064.000
StockIssuedDuringPeriodValueConversionOfUnits,,,,,376064.000
StockIssuedDuringPeriodValueIssuedForServices,,,,,1450250.000
StockIssuedDuringPeriodValueNewIssues,,,,,372000.000
StockIssuedDuringPeriodValueShareBasedCompensation,22200.000,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,6882273.000,6882273.000,6882273.000,95254771.000
