,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdvertisingExpense,9500000.000,12400000.000,13500000.000,13000000.000
AdvertisingRevenue,,300000.000,154000.000,
AllocatedShareBasedCompensationExpense,,5197000.000,6900000.000,12200000.000
DefinedContributionPlanCostRecognized,675000.000,935000.000,1000000.000,2000000.000
DepreciationAndAmortizationDiscontinuedOperations,,,2300000.000,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,-16370000.000,-11785000.000,-7064000.000,-4364000.000
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,431000.000,735000.000,697000.000
EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards,,604000.000,1000000.000,2000000.000
IncomeLossFromContinuingOperations,36146000.000,,,
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,1131000.000,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,37277000.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,82002000.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,2867000.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,79135000.000,,,
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPManagingMemberOrGeneralPartnerOwnershipInterest,0.947,0.947,0.948,
OperatingLeasesRentExpenseNet,74000.000,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest,892000.000,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,26162000.000,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,-16370000.000,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax,10684000.000,-12335000.000,-8306000.000,-1500000.000
PreferredStockDividendRatePerDollarAmount,,,,4.250
PreferredStockDividendRatePercentage,,,,0.085
RealEstateAccumulatedDepreciationDepreciationExpense,165885000.000,,,
RealEstateAccumulatedDepreciationRealEstateSold,61879000.000,41628000.000,163642000.000,138488000.000
RealEstateCostOfRealEstateSold,114681000.000,241750000.000,330340000.000,355764000.000
RealEstateOtherAcquisitions,3999895000.000,407889000.000,316151000.000,4961140000.000
SECScheduleIIIRealEstateAccumulatedDepreciationDepreciationExpense,,276991000.000,289177000.000,314076000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,0.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,,2720000.000,2900000.000,5100000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,0.000,,,
StockIssuedDuringPeriodSharesAcquisitions,31916765.000,,,
StockIssuedDuringPeriodSharesStockOptionsExercised,0.000,,,
TreasuryStockSharesAcquired,5029.000,9270.000,11914.000,22067.000
