,2011-06-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30
AssetManagementCosts,394197.000,276704.000,173602.000,106055.000,105139.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,-3324880.000,
CashPaidForCapitalizedInterest,,0.000,,,
DerivativeGainLossOnDerivativeNet,,,2144951.000,264639.000,-706028.000
GainLossOnInvestments,,,3129231.000,1321050.000,-1284810.000
GainLossOnSaleOfInvestments,,,,208100.000,
IncentiveFeeAmountPaid,,,,0.000,
IncomeLossFromContinuingOperations,,-880.000,-94.000,,
IncomeTaxesPaid,,,,0.000,
IncreaseDecreaseInAccountsPayable,,,,19896.000,
IncreaseDecreaseInInterestAndDividendsReceivable,,42422.000,,-95.000,
IncreaseDecreaseInOperatingAssets,-4938242.000,-1798627.000,2676088.000,1004935.000,
IncreaseDecreaseInOperatingCapital,,,,1004935.000,-1583777.000
IncreaseDecreaseInOtherAccruedLiabilities,,,,-8010.000,
IncreaseDecreaseInReceivables,,-300000.000,,0.000,
InterestPaid,,,,0.000,
InvestmentIncomeNet,-4057194.000,-1167144.000,3129325.000,1320956.000,-1284810.000
NetCashProvidedByUsedInFinancingActivities,,,,-3428082.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,-3428082.000,
NetCashProvidedByUsedInOperatingActivities,,,,103202.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,103202.000,
OperatingCostsAndExpenses,84737.000,72191.000,52527.000,38239.000,35719.000
OperatingExpenses,881048.000,630603.000,453143.000,316021.000,298967.000
OtherCostAndExpenseOperating,91353.000,43069.000,58894.000,58113.000,56182.000
PartnersCapitalAccountContributions,,,,244640.000,
PartnersCapitalAccountRedemptions,,,,-4581091.000,
PaymentsForProceedsFromInvestments,,20748.000,,,
PaymentsToAcquireInvestments,,0.000,,,
RealizedInvestmentGainsLosses,-1584949.000,-275084.000,1871212.000,208100.000,-890822.000
SalesCommissionsAndFees,77530.000,42790.000,28013.000,13762.000,11202.000
SponsorFees,233231.000,195849.000,140107.000,99852.000,90725.000
UnrealizedGainLossOnInvestments,,892060.000,1258113.000,1112950.000,-393988.000
