,2011-07-03,2011-10-02
CostsAndExpenses,2007798.000,1820558.000
DepreciationDepletionAndAmortization,95570.000,91060.000
DividendsPreferredStock,191513.000,168420.000
GeneralAndAdministrativeExpense,840589.000,667240.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-395847.000,-472147.000
InterestExpense,11608.000,12701.000
InvestmentIncomeInterest,1521.000,858.000
LaborAndRelatedExpense,316331.000,333222.000
MarketingAndAdvertisingExpense,53175.000,38753.000
NetIncomeLoss,-395847.000,-472147.000
NetIncomeLossAvailableToCommonStockholdersBasic,-587360.000,-640567.000
NonoperatingIncomeExpense,480900.000,241636.000
OccupancyNet,109791.000,112996.000
OperatingIncomeLoss,-876747.000,-713783.000
OtherNonoperatingIncomeExpense,490987.000,253479.000
OtherNonrecurringIncomeExpense,183740.000,167971.000
Revenues,1131051.000,1106775.000
SalesRevenueNet,1131051.000,1106775.000
