,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AccountsPayableCurrent,30313000.000,27059000.000,42211000.000,41614000.000,21554000.000,31822000.000,34576000.000,14094000.000,37305000.000
AccountsPayableRelatedPartiesCurrent,2886000.000,301000.000,250000.000,154000.000,156000.000,629000.000,134000.000,268000.000,179000.000
AccountsReceivableNetCurrent,70440000.000,55789000.000,53578000.000,69014000.000,39837000.000,63351000.000,75322000.000,69062000.000,58848000.000
AccountsReceivableRelatedPartiesCurrent,143000.000,31122000.000,31893000.000,22202000.000,5022000.000,64000.000,109000.000,145000.000,133000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,8892000.000,,
AccruedLiabilitiesCurrent,10608000.000,21761000.000,14730000.000,10647000.000,18132000.000,27204000.000,24168000.000,21394000.000,21095000.000
AccruedSalariesCurrent,,,,,,,4674000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,72611000.000,,,,96354000.000,,
AssetRetirementObligation,,,1274000.000,,,,,,
AssetRetirementObligationsNoncurrent,1203000.000,1251000.000,1274000.000,1298000.000,1325000.000,1351000.000,1376000.000,1402000.000,1427000.000
Assets,726603000.000,792639000.000,798079000.000,839683000.000,766542000.000,800777000.000,769945000.000,756525000.000,764460000.000
AssetsCurrent,104115000.000,163842000.000,170458000.000,202231000.000,131133000.000,162275000.000,123558000.000,113623000.000,126932000.000
CashAndCashEquivalentsAtCarryingValue,17361000.000,18670000.000,31434000.000,42377000.000,46561000.000,37313000.000,25424000.000,23419000.000,48399000.000
CollateralAlreadyPostedAggregateFairValue,,,,,,29000000.000,,29000000.000,29000000.000
ConstructionInProgressGross,,,16712000.000,,,,19802000.000,,
DeferredFinanceCostsNoncurrentNet,,,9900000.000,,,,12000000.000,,
DeferredRevenueCurrent,6618000.000,5175000.000,2469000.000,2215000.000,44000.000,0.000,9960000.000,13700000.000,0.000
DeferredTaxLiabilitiesNoncurrent,1035000.000,,543000.000,663000.000,1242000.000,1403000.000,1680000.000,1687000.000,1776000.000
DerivativeAssetsCurrent,,1289000.000,2386000.000,2414000.000,,0.000,0.000,,
DerivativeAssetsNoncurrent,,1112000.000,,,,,,,
DerivativeLiabilitiesCurrent,57971000.000,80783000.000,65439000.000,47075000.000,,0.000,0.000,,
DerivativeLiabilitiesNoncurrent,12124000.000,13955000.000,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,1029000.000,,,,1595000.000,,
FiniteLivedIntangibleAssetsGross,,,23496000.000,,,,23496000.000,,
FiniteLivedIntangibleAssetsNet,10643000.000,13286000.000,22467000.000,22322000.000,22190000.000,22045000.000,,,
IntangibleAssetsNetExcludingGoodwill,,,,,,,21901000.000,21756000.000,21611000.000
InterestPayableCurrent,,,,,,,5703000.000,,
InventoryCrudeOilProductsAndMerchandise,,8704000.000,4446000.000,17902000.000,22136000.000,43342000.000,12985000.000,10306000.000,5830000.000
InventoryFinishedGoods,,6028000.000,,,,,,,
InventoryFinishedGoodsNetOfReserves,,,3103000.000,14515000.000,20524000.000,41754000.000,3014000.000,5361000.000,1198000.000
InventoryGross,,15442000.000,10129000.000,,,,20061000.000,17628000.000,13259000.000
InventoryNet,11129000.000,,10129000.000,24299000.000,28951000.000,50271000.000,,,
InventoryPartsAndComponentsNetOfReserves,,,5683000.000,6397000.000,6815000.000,6929000.000,7076000.000,7322000.000,7429000.000
InventoryRawMaterials,,1511000.000,,,,,,,
InventoryRawMaterialsNetOfReserves,,,216000.000,2170000.000,262000.000,294000.000,8356000.000,3298000.000,3055000.000
InventoryWorkInProcess,,1165000.000,,,,,,,
InventoryWorkInProcessNetOfReserves,,,1127000.000,1217000.000,1350000.000,1294000.000,1615000.000,1647000.000,1577000.000
Liabilities,465758000.000,492210000.000,468210000.000,468666000.000,407453000.000,427409000.000,436894000.000,417545000.000,426782000.000
LiabilitiesAndStockholdersEquity,726603000.000,792639000.000,798079000.000,839683000.000,766542000.000,800777000.000,769945000.000,756525000.000,764460000.000
LiabilitiesCurrent,111896000.000,138579000.000,128599000.000,101705000.000,39886000.000,59655000.000,68838000.000,49456000.000,58579000.000
LimitedPartnersCapitalAccountUnitsIssued,,139000000.000,139000000.000,139000000.000,139132581.000,139140672.000,139212737.000,139212737.000,139355037.000
LimitedPartnersCapitalAccountUnitsOutstanding,,139000000.000,139000000.000,139000000.000,139132581.000,139140672.000,139212737.000,139212737.000,139355037.000
LongTermDebtCurrent,3500000.000,3500000.000,3500000.000,,,0.000,0.000,,
LongTermDebtNoncurrent,339500000.000,338425000.000,337794000.000,365000000.000,365000000.000,365000000.000,365000000.000,365000000.000,365000000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,400000.000,,,,400000.000,,
