,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AmortizationOfDebtDiscountPremium,,-6267.000,-3819.000,-21199.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-1239.000,2016749.000,-522610.000
CostsAndExpenses,,120459.000,148846.000,87889.000
EarningsPerShareBasic,,-10.060,-10.080,3.730
FloorBrokerage,,11889.000,22044.000,13878.000
GainLossOnInvestments,,-2787812.000,-4186412.000,1139231.000
GainLossOnSaleOfCommodityContracts,,,-5002141.000,1255793.000
GainLossOnSaleOfDerivatives,,-1971431.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,-5718.000,7878.000
IncreaseDecreaseInAccruedLiabilities,,2314.000,,
IncreaseDecreaseInBrokerageReceivables,,,29000.000,-29000.000
IncreaseDecreaseInPayablesToBrokerDealers,,107660.000,-226379.000,6916.000
IncreaseDecreaseInRestrictedCash,,90000.000,-310000.000,566000.000
InterestIncomeOperating,,6267.000,3819.000,22106.000
MarketableSecuritiesRealizedGainLoss,,171.000,,
MarketableSecuritiesRealizedGainLossExcludingOtherThanTemporaryImpairments,,171.000,-734.000,0.000
MarketableSecuritiesUnrealizedGainLoss,,483.000,,
MarketableSecuritiesUnrealizedGainLossExcludingOtherThanTemporaryImpairments,,483.000,-668.000,1398.000
NetCashProvidedByUsedInFinancingActivities,,5095161.000,-5639312.000,15915534.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,5095161.000,-5639312.000,15915534.000
NetCashProvidedByUsedInOperatingActivities,,-5096400.000,7656061.000,-16438144.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-5096400.000,7656061.000,-16438144.000
NetIncomeLoss,,-2902004.000,-4331439.000,1073448.000
OperatingIncomeLoss,,-114192.000,-145027.000,-65783.000
PaymentsToAcquireShortTermInvestments,,65526042.000,100450218.000,117866789.000
ProceedsFromOtherEquity,,5095161.000,22228586.000,15915534.000
ProceedsFromSaleMaturityAndCollectionOfShorttermInvestments,,63318593.000,112391232.000,100900000.000
RealizedInvestmentGainsLosses,,-1971260.000,-5002875.000,1255793.000
Revenues,,6267.000,3819.000,22106.000
SalesRevenueNet,,1977527.000,5006694.000,-1233687.000
SponsorFees,,108570.000,126802.000,74011.000
StockIssuedDuringPeriodSharesNewIssues,,100000.000,550000.000,450000.000
StockIssuedDuringPeriodSharesPeriodIncreaseDecrease,,100000.000,-200000.000,450000.000
TemporaryEquityIssuePeriodIncreaseOrDecrease,,5095161.000,-5639312.000,15915534.000
TemporaryEquityStockIssuedDuringPeriodValueNewIssues,,5095161.000,22228586.000,15915534.000
UnrealizedGainLossOnCommodityContracts,,,817131.000,-117960.000
UnrealizedGainLossOnDerivatives,,-817035.000,,
UnrealizedGainLossOnInvestments,,-816552.000,816463.000,-116562.000
WeightedAverageNumberOfSharesOutstandingBasic,,288493.000,429726.000,
