,2011-06-30,2011-09-30,2012-03-31,2012-06-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,,30560.000,
AmortizationOfDebtDiscountPremium,,,6648.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,6517455.000,
ComprehensiveIncomeNetOfTax,,,1188985.000,
DepreciationAndAmortization,,,28985.000,
EarningsPerShareBasic,0.250,0.290,0.550,0.280
EmployeeStockOwnershipPlanESOPCompensationExpense,,,,31235.000
FeesAndCommissionsDepositorAccounts,43174.000,57931.000,78806.000,66856.000
GainLossOnSaleOfOtherAssets,,,433802.000,0.000
HeldToMaturitySecuritiesTransferredToAvailableForSaleSecuritiesUnrealizedGainLoss,,,-3250475.000,
ImpairmentOfInvestments,0.000,0.000,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,548329.000,632372.000,1192918.000,602392.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,30560.000,
IncreaseDecreaseInLoansHeldForSale,,,2435765.000,
IncreaseDecreaseInOtherOperatingAssets,,,477051.000,
IncreaseDecreaseInOtherOperatingCapitalNet,,,-242163.000,
InformationTechnologyAndDataProcessing,30291.000,38131.000,44515.000,42927.000
InterestAndDebtExpense,534572.000,546324.000,544754.000,496509.000
InterestAndDividendIncomeOperating,2292563.000,2383237.000,2432154.000,2346561.000
InterestAndFeeIncomeLoansAndLeasesHeldInPortfolio,2212428.000,2300930.000,2367697.000,2293449.000
InterestExpenseDeposits,526772.000,542208.000,540428.000,492183.000
InterestExpenseShortTermBorrowings,7800.000,4116.000,4326.000,4326.000
InterestIncomeExpenseNet,1757991.000,1836913.000,1887400.000,
InterestIncomeFederalFundsSold,17.000,561.000,1451.000,2368.000
InterestIncomeSecuritiesTaxable,80118.000,81746.000,63006.000,50744.000
InterestPaidNet,,,543780.000,
LaborAndRelatedExpense,538745.000,530847.000,631405.000,589836.000
MarketingExpense,10773.000,10686.000,13625.000,11124.000
MortgageLoansOnRealEstateForeclosures,,,0.000,
NetCashProvidedByUsedInFinancingActivities,,,4878065.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,4878065.000,
NetCashProvidedByUsedInInvestingActivities,,,-2156572.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-2156572.000,
NetCashProvidedByUsedInOperatingActivities,,,3795962.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,3795962.000,
NetIncomeLoss,548329.000,632372.000,1192918.000,602392.000
NetInterestIncomeLossAfterProvisionForLoanLosses,1457991.000,1536913.000,1587400.000,1550052.000
NoninterestIncomeOther,30126.000,55657.000,126020.000,62681.000
NoninterestIncomeOtherOperatingIncome,78798.000,118841.000,644402.000,134268.000
OccupancyNet,88470.000,83485.000,90387.000,80111.000
OtherComprehensiveIncomeLossNetOfTax,,,,599300.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,1188985.000,
OtherExpenses,177995.000,254897.000,191795.000,234403.000
OtherNoninterestExpense,988460.000,1023382.000,1038884.000,1081928.000
PaymentsToAcquirePropertyPlantAndEquipment,,,1214.000,
ProceedsFromIssuanceOfDebt,,,4878065.000,
ProceedsFromIssuanceOfLongTermDebt,,,0.000,
ProceedsFromLoanAndLeaseOriginationsAndPrincipalCollections,,,1405833.000,
ProceedsFromPaymentsForSecuritiesPurchasedUnderAgreementsToResell,,,-4000000.000,
ProceedsFromSaleOfForeclosedAssets,,,-433802.000,
ProceedsFromSaleOfWhollyOwnedRealEstateAndRealEstateAcquiredInSettlementOfLoans,,,0.000,
ProfessionalFees,142186.000,105336.000,67157.000,123527.000
ProvisionForLoanAndLeaseLosses,300000.000,300000.000,300000.000,300000.000
ProvisionForLoanLeaseAndOtherLosses,,,300000.000,
RentalIncomeNonoperating,5498.000,5253.000,5774.000,4731.000
TransferOfOtherRealEstate,,,0.000,
UnrealizedLossOnSecurities,,,-3933.000,-3092.000
WeightedAverageNumberOfSharesOutstandingBasic,,,,2160620.000
