,2011-12-31,2012-12-31
AdvertisingExpense,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-225.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,784.000,
CostsAndExpenses,105506.000,106748.000
DebtConversionConvertedInstrumentRate,,0.600
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,-76974.000
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,76974.000
EarningsPerShareBasicAndDiluted,0.000,-0.000
IncomeLossFromContinuingOperations,-105506.000,-106748.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000,-0.000
IncomeLossFromDiscontinuedOperationsNetOfTax,79171.000,76974.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.000,-0.000
IncreaseDecreaseInAccountsPayable,-8000.000,17168.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,28819.000,29710.000
IncrementalCommonSharesAttributableToConversionOfPreferredStock,,71109620.000
InterestExpense,45307.000,46198.000
InterestExpenseDebtExcludingAmortization,16488.000,16488.000
NetCashProvidedByUsedInOperatingActivities,-225.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1009.000,
NetIncomeLoss,-184677.000,-183722.000
OtherGeneralAndAdministrativeExpense,22449.000,20180.000
PaymentsForRent,,0.000
ProfessionalFees,37750.000,40370.000
ShareBasedCompensation,18140.000,18142.000
ShippingHandlingAndTransportationCosts,,0.000
StockOptionPlanExpense,,18142.000
WeightedAverageNumberOfDilutedSharesOutstanding,,12859410526.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,54275615.000,54361412.000
