,2011-06-26,2011-09-25,2012-03-25,2012-06-24,2013-03-31,2013-06-30,2013-09-29,2013-12-29,2014-03-30,2014-06-29,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,37500.000,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,137.000,,,
AmortizationOfDebtDiscountPremium,,,3623.000,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,1296.000,,21634.000,,,,1367.000,,106218.000,,,,58444.000,,,
DerivativeGainLossOnDerivativeNet,,-45729.000,-368.000,,,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,0.000,-0.020,-0.000,0.000,0.010,-0.000,-0.060,-0.070,-0.020,-0.010,-0.000,0.010,0.000,-0.080,0.020,0.020,0.000,-0.170
GainsLossesOnExtinguishmentOfDebt,,,,,320798.000,,,,,,-27142.000,,,,,,,
GeneralAndAdministrativeExpense,76977.000,114353.000,22120.000,12738.000,47635.000,49419.000,48563.000,95361.000,55782.000,46801.000,44310.000,10717.000,32790.000,87362.000,20861.000,26704.000,268559.000,692383.000
IncomeLossFromEquityMethodInvestments,,,,,,,,,4208.000,-1295.000,15073.000,6035.000,5277.000,-274102.000,-24323.000,29349.000,101056.000,-328767.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,12604.000,,47686.000,,,,-101986.000,,29057.000,,,,-12447.000,,,
IncreaseDecreaseInAccountsReceivable,,,8141.000,,,,,,12920.000,,15838.000,,,,9648.000,,,
IncreaseDecreaseInAccruedLiabilities,,,,,12890.000,,,,-28313.000,,-1472.000,,,,106.000,,,
IncreaseDecreaseInDeposits,,,,,-1100.000,,,,,,-706.000,,,,,,,
IncreaseDecreaseInDerivativeLiabilities,,,,,0.000,,,,,,,,,,,,,
IncreaseDecreaseInDueFromRelatedPartiesCurrent,,,,,,,,,,,2578.000,,,,,,,
IncreaseDecreaseInFairValueOfUnhedgedDerivativeInstruments,,,,,0.000,,,,,,,,,,,,,
IncreaseDecreaseInInterestPayableNet,,,,,,,,,,,1528.000,,,,,,,
IncreaseDecreaseInNotesReceivableRelatedPartiesCurrent,,,,,,,,,-1700.000,,2063.000,,,,57094.000,,,
IncreaseDecreaseInNotesReceivables,,,,,,,,,-7500.000,,-834.000,,,,-1250.000,,,
IncreaseDecreaseInOtherCurrentAssets,,,,,,,,,,,,,,,2827.000,,,
IncreaseDecreaseInOtherCurrentLiabilities,,,,,,,,,1320.000,,16438.000,,,,,,,
InterestExpense,5570.000,8188.000,16227.000,9258.000,13118.000,10058.000,8118.000,6482.000,9206.000,6391.000,7402.000,3158.000,2946.000,2946.000,,,,
InterestExpenseDebt,,,,,,2810.000,2810.000,,,,,,,,,,,
InterestIncomeExpenseNonoperatingNet,,,,,,,,,,,,,,,2915.000,,-2622.000,
InterestIncomeRelatedParty,,,,,,,,,,6837.000,,180.000,,,,,,
InvestmentIncomeInterest,,,,,,,,,,,2578.000,,,,,,316.000,
LitigationSettlementInterest,,,,,,,,,2810.000,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,50000.000,,72713.000,,,,592690.000,,102365.000,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,50000.000,,72713.000,,,,592690.000,,102365.000,,,,,,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,-399365.000,,-1900.000,,,,-28685.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,-399365.000,,-1900.000,,,,-28685.000,,,
NetCashProvidedByUsedInOperatingActivities,,,-48704.000,,-51079.000,,,,-191958.000,,5753.000,,,,87129.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-48704.000,,-51079.000,,,,-191958.000,,5753.000,,,,87129.000,,,
NetIncomeLoss,,-520934.000,-94658.000,5426.000,209828.000,-127901.000,-300417.000,-439548.000,-95663.000,-52548.000,-24364.000,40398.000,23688.000,-472452.000,100642.000,149532.000,-4235.000,-1109515.000
NonoperatingIncomeExpense,-5361.000,-53617.000,-16595.000,-9258.000,312794.000,-3878.000,-1798.000,-12719.000,-4998.000,-804.000,-16893.000,3057.000,2331.000,-467671.000,-20544.000,29349.000,273883.000,-283176.000
OperatingExpenses,181758.000,581682.000,176146.000,91710.000,194594.000,274232.000,424328.000,549099.000,218423.000,189050.000,230487.000,207649.000,228006.000,254343.000,187429.000,179018.000,461709.000,1310380.000
OperatingIncomeLoss,-78487.000,-467317.000,-78063.000,14684.000,-102966.000,-124023.000,-298619.000,-426829.000,-90665.000,-51744.000,-7471.000,37341.000,21357.000,-4781.000,121186.000,120183.000,-278118.000,-826339.000
OtherNonoperatingIncome,209.000,300.000,,,5114.000,6180.000,6320.000,-6237.000,,45.000,,,,,864.000,,,
PaymentsToAcquireEquityMethodInvestments,,,,,,,,,400000.000,,,,,,,,,
PaymentsToAcquireNotesReceivable,,,,,,,,,,,,,,,107643.000,1055.000,,
ProceedsFromNotesPayable,,,50000.000,,,,,,,,,,,,,,,
ProceedsFromSaleAndCollectionOfNotesReceivable,,,,,,,,,635.000,,,,,,78958.000,,,
ProfessionalFees,20549.000,445169.000,97946.000,16732.000,53694.000,37316.000,149150.000,296031.000,46310.000,46785.000,61307.000,61149.000,19503.000,18219.000,36160.000,32740.000,52550.000,47740.000
ProfitLoss,-83848.000,,,,,,,,,,,,,,,,,
RepaymentOfNotesReceivableFromRelatedParties,,,,,,,,,,,-1900.000,,,,,,,
RepaymentsOfNotesPayable,,,,,50000.000,,,,,,,,,,,,,
RepaymentsOfRelatedPartyDebt,,,,,,,,,,,,,,,283798.000,,,
RevenueFromRelatedParties,11352.000,14970.000,14247.000,12808.000,,,4000.000,,17395.000,29188.000,80407.000,111947.000,124329.000,151017.000,173782.000,131702.000,9092.000,199220.000
Revenues,103271.000,114365.000,98083.000,106394.000,91628.000,150209.000,125709.000,122270.000,127758.000,137306.000,223016.000,244990.000,249363.000,249562.000,308615.000,299201.000,183591.000,484041.000
SalariesAndWages,84232.000,22160.000,56080.000,62240.000,93265.000,187497.000,226615.000,157707.000,116331.000,95464.000,124870.000,135783.000,175713.000,148762.000,130408.000,119574.000,140600.000,194032.000
SalesRevenueNet,91919.000,99395.000,83836.000,93586.000,91628.000,150209.000,121709.000,108893.000,110363.000,108118.000,142609.000,133043.000,125034.000,98545.000,134833.000,167499.000,174499.000,484041.000
ShareBasedCompensation,,,37500.000,,18785.000,,,,12975.000,,14740.000,,,,12432.000,,,
StockIssued1,,,,,,,,,49080.000,,49452.000,,,,,,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,,,16600.000,,,,,,,,,,,,,,,
StockIssuedDuringPeriodValueIssuedForServices,,,,,18785.000,,,,12975.000,,14740.000,,,,12432.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,34181081.000,34316540.000,37208540.000,37208540.000,5369666.000,-74399105.000,6179138.000,6455224.000,6486580.000,6501035.000,6509078.000,-12996399.000,6591679.000,6592464.000,6612983.000,-13188901.000
