,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
AssetImpairmentCharges,,,0.000,,
AssetRetirementObligationAccretionExpense,202900.000,189100.000,204900.000,214200.000,311100.000
AssetRetirementObligationCashPaidToSettle,,,59200.000,,100.000
AssetRetirementObligationLiabilitiesSettled,,-22700.000,59200.000,200.000,100.000
AssetRetirementObligationRevisionOfEstimate,127100.000,-111200.000,-303600.000,1614900.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-105100.000,-168300.000,4100.000,-77300.000,-200.000
ComprehensiveIncomeNetOfTax,-2061700.000,-1050700.000,-877600.000,-3682000.000,-1536100.000
CostsAndExpenses,,2679900.000,2727700.000,5209200.000,2112500.000
DepletionOfOilAndGasProperties,829300.000,952600.000,1015500.000,358800.000,66300.000
DerivativeGainLossOnDerivativeNet,,,,,17800.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,4000.000
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReserves10PercentAnnualDiscountForEstimatedTimingOfCashFlows,,100400.000,961300.000,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureCashInflows,,2908800.000,9456200.000,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureNetCashFlows,,610600.000,3075500.000,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureProductionCosts,,2298200.000,,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureProductionCosts1,,,-6380700.000,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesStandardizedMeasure,,510200.000,2114200.000,,
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,1047000.000,561300.000,,,
GainLossOnFairValueHedgeIneffectivenessNet,,0.000,0.000,0.000,
GainLossOnSaleOfDerivatives,,,,-18500.000,12800.000
GeneralAndAdministrativeExpense,238800.000,236800.000,211400.000,200800.000,178800.000
GeneralPartnerDistributions,212500.000,0.000,,,
GrossProfit,,355700.000,544200.000,332900.000,-243500.000
ImpairmentOfLongLivedAssetsHeldForUse,1398000.000,0.000,0.000,,
ImpairmentOfOilAndGasProperties,1492300.000,0.000,,,
IncreaseDecreaseDueFromAffiliates,-68000.000,-105300.000,14800.000,-201300.000,-74800.000
IncreaseDecreaseInAccruedLiabilities,-3800.000,-8100.000,7600.000,500.000,800.000
IncreaseDecreaseInAssetRetirementObligations,,,,-200.000,
IncreaseDecreaseInDueToAffiliates,,,,,795200.000
InterestIncomeOperating,300.000,100.000,,,
NaturalGasProductionRevenue,815300.000,,,,
NetCashProvidedByUsedInFinancingActivities,-1047000.000,-561300.000,-385300.000,-402100.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-1047000.000,-561300.000,-385300.000,-402100.000,
NetCashProvidedByUsedInInvestingActivities,,12200.000,22500.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,12200.000,22500.000,,
NetCashProvidedByUsedInOperatingActivities,941900.000,380800.000,366900.000,324800.000,-200.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,941900.000,380800.000,366900.000,324800.000,-200.000
NetIncomeLoss,-1853400.000,-1022700.000,-887600.000,-3695700.000,-1531100.000
NetIncomeLossAllocatedToGeneralPartners,-420500.000,-389900.000,-364900.000,-1690800.000,-635800.000
NetIncomeLossAllocatedToLimitedPartners,-1432900.000,-632800.000,-522700.000,-2004900.000,-895300.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-273.000,,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,-99.000,-381.000,-170.000
OilAndGasProductionExpense,1437700.000,1301400.000,1295900.000,1180600.000,807100.000
OilAndGasRevenue,2253000.000,1657100.000,1840100.000,1513500.000,581400.000
OilAndGasSalesRevenue,,,,,563600.000
OperatingCostsAndExpenses,4106700.000,,,,
