,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,13428.000,,,,26853.000
ComprehensiveIncomeNetOfTax,-281740.000,-63292.000,-211853.000,35688.000,-130979.000,113387.000,-242366.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,73477.000,4030.000,55826.000,-21194.000,32635.000,-45196.000,55604.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-208263.000,-59262.000,-156027.000,14494.000,-98344.000,68191.000,-186762.000
Depreciation,85447.000,83370.000,,,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.250,,,,0.250
ForeignCurrencyTransactionGainLossBeforeTax,,,2.000,,,,-4.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000,-0.000,0.000,0.000,0.000,-0.010,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,2337.000,,,,18577.000
IncreaseDecreaseInAccruedLiabilities,,,139820.000,,,,134168.000
InterestExpense,144114.000,142277.000,138115.000,138844.000,132475.000,130793.000,134167.000
NetCashProvidedByUsedInFinancingActivities,,,35571.000,,,,61895.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,35571.000,,,,61895.000
NetCashProvidedByUsedInOperatingActivities,,,-22141.000,,,,-35046.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-22141.000,,,,-35046.000
NetIncomeLoss,-279144.000,-250020.000,-164298.000,-173374.000,-153067.000,-165760.000,-187791.000
NetIncomeLossAttributableToNoncontrollingInterest,-72704.000,-60040.000,-41559.000,-41525.000,-39262.000,-38548.000,-39231.000
NetIncomeLossAvailableToCommonStockholdersBasic,-206440.000,-189980.000,-122739.000,-131849.000,-113805.000,-127212.000,-148560.000
NonoperatingIncomeExpense,-144114.000,-142277.000,-138115.000,,,,
OperatingExpenses,135030.000,107743.000,26183.000,34530.000,20592.000,34068.000,53624.000
OperatingIncomeLoss,-135030.000,-107743.000,-26183.000,-34530.000,-20592.000,-34068.000,-53624.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,2596.000,-186728.000,47555.000,-209062.000,-22088.000,-279147.000,54575.000
OtherNonoperatingExpense,,,,,,,134167.000
ProceedsFromRelatedPartyDebt,,,35571.000,,,,53189.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,,,8706.000
ProfitLoss,-279144.000,-250020.000,-164298.000,-173374.000,-153067.000,-165760.000,-187791.000
SellingGeneralAndAdministrativeExpense,49583.000,24373.000,26183.000,34530.000,20592.000,34068.000,53624.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,63968798.000,63968798.000,63968798.000,63968798.000,63968798.000,-127937596.000,63968798.000
