,2011-07-30,2011-10-29,2012-04-28
AccretionExpense,,,17016.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,72538.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-16221.000
ComprehensiveIncomeNetOfTax,,,-1051042.000
CostOfMerchandiseSalesBuyingAndOccupancyCosts,31333392.000,35264873.000,31746053.000
DepreciationDepletionAndAmortization,,,1077442.000
EarningsPerShareBasic,,-1.100,
EarningsPerShareBasicAndDiluted,-0.170,,-0.110
EarningsPerShareDiluted,,-1.100,
GainLossOnDispositionOfAssets,-16443.000,-10840.000,211608.000
GeneralAndAdministrativeExpense,4205433.000,3873335.000,4083553.000
GrossProfit,12970222.000,4937045.000,12571446.000
ImpairmentOfLongLivedAssetsHeldForUse,,932879.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1581460.000,-10233721.000,-1051042.000
IncreaseDecreaseInAccountsPayable,,,1529597.000
IncreaseDecreaseInAccountsReceivable,,,299232.000
IncreaseDecreaseInInventories,,,172639.000
IncreaseDecreaseInOtherOperatingAssets,,,41670.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,439223.000
InterestExpense,444744.000,484430.000,471458.000
InterestPaid,,,328995.000
NetCashProvidedByUsedInFinancingActivities,,,1118255.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,1118255.000
NetCashProvidedByUsedInInvestingActivities,,,-383168.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-383168.000
NetCashProvidedByUsedInOperatingActivities,,,-751308.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-751308.000
NetIncomeLoss,-1581460.000,-10233721.000,-1051042.000
OperatingIncomeLoss,-1149509.000,-9890384.000,-610006.000
OtherNonoperatingIncomeExpense,12793.000,141093.000,30422.000
PaymentsToAcquirePropertyPlantAndEquipment,,,383168.000
ProceedsFromLinesOfCredit,,,859012.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,,259243.000
SalesRevenueGoodsNet,44303614.000,40201918.000,44317499.000
SellingExpense,9897855.000,10010375.000,9309507.000
ShareBasedCompensation,,,72538.000
