,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AmortizationOfRegulatoryAsset,27007000.000,29992000.000,28203000.000,28397000.000,31387000.000,31916000.000,29675000.000,29929000.000,32975000.000,33546000.000,31342000.000,31630000.000,34699000.000,35287000.000,33105000.000,33401000.000,28703000.000,21535000.000,20567000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,1000.000,,,,,,,,,,,,,,,,
DebtInstrumentPeriodicPaymentPrincipal,,,-25780000.000,,,,-26919000.000,,,,,,,,,,,,
DividendsCash,,,,,,,,,,,0.000,,,,0.000,,,,0.000
IncreaseDecreaseInOperatingAssets,,,-985000.000,,,,2589000.000,,,,-802000.000,,,,758000.000,,,,-823000.000
IncreaseDecreaseInOperatingLiabilities,,,1667000.000,,,,1311000.000,,,,770000.000,,,,577000.000,,,,701000.000
IncreaseDecreaseInRestrictedCash,,,1989000.000,,,,-222000.000,,,,5677000.000,,,,2087000.000,,,,21568000.000
IncreaseDecreaseInUnderEnergyRecovery,2262000.000,7692000.000,-3085000.000,672000.000,4195000.000,-5059000.000,-1700000.000,423000.000,5508000.000,-2541000.000,985000.000,-1314000.000,2425000.000,-4621000.000,-1224000.000,-390000.000,-556000.000,-1644000.000,-523000.000
InterestExpense,8133000.000,7823000.000,7093000.000,6735000.000,6407000.000,6039000.000,5623000.000,5215000.000,4836000.000,4416000.000,3955000.000,3521000.000,3118000.000,2676000.000,2192000.000,1733000.000,1307000.000,842000.000,544000.000
InterestPaid,,,5326000.000,,,,4175000.000,,,,2872000.000,,,,1474000.000,,,,
InvestmentIncomeNet,1000.000,,,1000.000,,,,1000.000,,,,1000.000,,,1000.000,1000.000,,,1000.000
NetCashProvidedByUsedInFinancingActivities,,,-25780000.000,,,,-26919000.000,,,,-28222000.000,,,,-29613000.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-25780000.000,,,,-26919000.000,,,,-28222000.000,,,,-29613000.000,,,,
NetCashProvidedByUsedInInvestingActivities,,,-1989000.000,,,,222000.000,,,,-5677000.000,,,,-2087000.000,,,,-21568000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-1989000.000,,,,222000.000,,,,-5677000.000,,,,-2087000.000,,,,-21568000.000
NetCashProvidedByUsedInOperatingActivities,,,27770000.000,,,,26697000.000,,,,33899000.000,,,,31700000.000,,,,21568000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,27770000.000,,,,26697000.000,,,,33899000.000,,,,31700000.000,,,,21568000.000
OperatingExpenses,37610000.000,45714000.000,32418000.000,36012000.000,42196000.000,33104000.000,33805000.000,35775000.000,43526000.000,35629000.000,36489000.000,34045000.000,40450000.000,33549000.000,34280000.000,34952000.000,29563000.000,20836000.000,20716000.000
RegulatedAndUnregulatedOperatingRevenue,37610000.000,45714000.000,32418000.000,36012000.000,42196000.000,33104000.000,33805000.000,35775000.000,43526000.000,35629000.000,36489000.000,34045000.000,40450000.000,33549000.000,34280000.000,34952000.000,29563000.000,20836000.000,20716000.000
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,,,,,,,,207000.000,206000.000,,206000.000,207000.000,206000.000,207000.000,206000.000,207000.000,108000.000,104000.000,128000.000
RepaymentsOfLongTermDebt,,,,,,,,,,,28222000.000,,,,29613000.000,,,,
SellingGeneralAndAdministrativeExpense,208000.000,207000.000,207000.000,208000.000,207000.000,208000.000,207000.000,208000.000,207000.000,208000.000,207000.000,208000.000,208000.000,207000.000,207000.000,208000.000,109000.000,103000.000,128000.000
