,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AmortizationOfDebtDiscountPremium,21000.000,,,,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,509000.000,,,,500000.000,,,,400000.000,,,,500000.000,,,,500000.000,
ConstructionInProgressExpendituresIncurredButNotYetPaid,20901000.000,,,,25800000.000,,,,13800000.000,,,,17800000.000,,,,8900000.000,
CostOfGoodsAndServicesSoldDepreciationAndAmortization,,,,,,,,,,,,,,,,,33300000.000,31700000.000
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,,,,,2063300000.000,2172600000.000,2053700000.000,1723800000.000,1056100000.000,1180900000.000,1063700000.000,842900000.000,722300000.000,941900000.000,987500000.000,1107500000.000,1201300000.000,1208000000.000
CostOfRevenue,,,,,,,,,,,,,,,,,1336700000.000,1326000000.000
CostsAndExpenses,1938418000.000,1909000000.000,,,,,,,,,,,,,,,,
DepreciationAndAmortization,,,,,,,,,,,,,,,,,800000.000,700000.000
DepreciationDepletionAndAmortization,27951000.000,28400000.000,28800000.000,29149000.000,29500000.000,30700000.000,29700000.000,32600000.000,34000000.000,34200000.000,29900000.000,32100000.000,31500000.000,31600000.000,32500000.000,33400000.000,34100000.000,
DerivativeGainLossOnDerivativeNet,-20026000.000,120500000.000,72500000.000,,109400000.000,35900000.000,25700000.000,14600000.000,-51400000.000,-12600000.000,11800000.000,23600000.000,-1200000.000,-1900000.000,-1700000.000,-14600000.000,12200000.000,0.000
DirectOperatingCosts,,,,,,,110600000.000,,87000000.000,90300000.000,112600000.000,188600000.000,117700000.000,84000000.000,97000000.000,94700000.000,102100000.000,86300000.000
EarningsPerShareBasic,1.340,2.300,0.580,-0.750,1.800,1.220,0.150,-0.740,0.320,1.540,0.940,-0.830,-0.460,,,,,
EarningsPerShareBasicAndDiluted,,,,,,,,,,,,,,0.530,0.110,,0.450,-0.130
EarningsPerShareDiluted,1.340,2.300,0.580,-0.750,1.800,1.220,0.150,-0.740,0.320,1.540,0.940,-0.830,-0.460,,,,,
EnvironmentalCostsRecognizedCapitalizedInPeriod,,,,,33700000.000,26400000.000,23100000.000,17300000.000,10600000.000,7200000.000,8100000.000,8800000.000,3600000.000,2600000.000,6500000.000,4500000.000,4700000.000,2100000.000
EnvironmentalRemediationExpense,22200000.000,15800000.000,35500000.000,,,,,,,,,,,,,,,
GainLossOnDerivativeInstrumentsNetPretax,-52515000.000,14700000.000,,,,,,,,,,,,,,,,
GainLossOnDispositionOfAssets,-67000.000,,,,-100000.000,,,,0.000,,,,,,,,-500000.000,
GainLossOnSaleOfDerivatives,,,,,109400000.000,,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,-26127000.000,,0.000,,0.000,0.000,0.000,0.000,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,275440000.000,339200000.000,86000000.000,-110240000.000,265400000.000,180000000.000,21800000.000,-108500000.000,46700000.000,227800000.000,138900000.000,-122200000.000,-68000000.000,78100000.000,15900000.000,-10700000.000,67000000.000,-19200000.000
IncomeLossFromEquityMethodInvestments,,,,,,,,,,,,,,,,,,100000.000
