,2011-06-30,2011-09-30,2011-12-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,4401000.000,4285000.000,5847000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,4810000.000,1726000.000,1086000.000
AdditionalPaidInCapitalCommonStock,272069000.000,262621000.000,260258000.000
Assets,611356000.000,594628000.000,585824000.000
CashAndCashEquivalentsAtCarryingValue,115516000.000,107299000.000,87247000.000
CommonStockParOrStatedValuePerShare,0.080,0.080,0.080
CommonStockSharesAuthorized,62500000.000,62500000.000,62500000.000
CommonStockSharesIssued,37239493.000,35334749.000,34838420.000
CommonStockSharesOutstanding,37239493.000,35334749.000,34838420.000
CommonStockValue,2978000.000,2825000.000,2787000.000
DeferredFinanceCostsNet,3865000.000,3706000.000,3444000.000
DerivativeAssets,2396000.000,0.000,0.000
DerivativeLiabilities,255364000.000,546266000.000,457939000.000
Investments,336027000.000,328914000.000,341656000.000
InvestmentsFairValueDisclosure,335856000.000,328743000.000,341485000.000
Liabilities,468485000.000,747547000.000,641316000.000
LiabilitiesAndStockholdersEquity,611356000.000,594628000.000,585824000.000
LongTermDebt,202688000.000,191511000.000,172334000.000
OtherAssets,12840000.000,12422000.000,9993000.000
OtherAssetsFairValueDisclosure,9605000.000,8504000.000,7424000.000
OtherLiabilities,3440000.000,3357000.000,3175000.000
PreferredStockValue,90146000.000,90146000.000,90146000.000
RestrictedCashAndInvestments,135080000.000,136882000.000,137759000.000
RestructuringReserve,61000.000,36000.000,36000.000
RetainedEarningsAccumulatedDeficit,-227132000.000,-510237000.000,-409769000.000
StockholdersEquity,142871000.000,-152919000.000,-55492000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,142871000.000,-152919000.000,-55492000.000
