,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,6687000.000,4158000.000,4520000.000,3384000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-32000.000,1024000.000,1767000.000,1198000.000
Assets,282430000.000,270066000.000,245677000.000,239527000.000
AvailableForSaleSecurities,47980000.000,46708000.000,41793000.000,24363000.000
CashAndCashEquivalentsAtCarryingValue,36157000.000,30461000.000,10536000.000,30014000.000
CashAndDueFromBanks,36157000.000,30461000.000,10536000.000,30014000.000
CashSurrenderValueOfLifeInsurance,4290000.000,4322000.000,4354000.000,4385000.000
CommonStockSharesAuthorized,10000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,,,1785891.000,
CommonStockSharesOutstanding,1785891.000,1785891.000,1785891.000,1785891.000
CommonStockValue,5094000.000,5094000.000,5094000.000,5094000.000
Deposits,224757000.000,220882000.000,203613000.000,197674000.000
DepositsSavingsDeposits,11084000.000,13967000.000,14405000.000,14202000.000
FederalHomeLoanBankAdvancesLongTerm,29000000.000,23000000.000,23000000.000,23000000.000
ForeclosedAssets,25803000.000,27970000.000,28722000.000,28722000.000
InterestBearingDepositLiabilities,19231000.000,18094000.000,19358000.000,21041000.000
JuniorSubordinatedDebentureOwedToUnconsolidatedSubsidiaryTrust,8248000.000,8248000.000,8248000.000,8248000.000
Liabilities,271693000.000,258988000.000,242081000.000,235433000.000
LiabilitiesAndStockholdersEquity,282430000.000,270066000.000,245677000.000,239527000.000
LineOfCredit,2700000.000,2700000.000,2700000.000,2700000.000
LoansAndLeasesReceivableAllowance,3388000.000,3406000.000,4320000.000,4323000.000
LoansAndLeasesReceivableNetReportedAmount,150320000.000,145166000.000,148027000.000,140257000.000
LoansReceivableHeldForSaleNet,2659000.000,2659000.000,1471000.000,1775000.000
NoninterestBearingDepositLiabilities,30640000.000,31717000.000,31331000.000,36846000.000
OtherInvestments,3470000.000,3348000.000,3227000.000,3108000.000
PayablesToBrokerDealersAndClearingOrganizations,301000.000,,,427000.000
PropertyPlantAndEquipmentNet,4541000.000,4421000.000,4427000.000,4358000.000
RetainedEarningsAccumulatedDeficit,5675000.000,4960000.000,-3265000.000,-2198000.000
StockholdersEquity,,11078000.000,3596000.000,4094000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,10737000.000,11078000.000,3596000.000,4094000.000
TimeDeposits100000OrMore,55941000.000,53334000.000,48479000.000,46388000.000
TimeDepositsLessThan100000,107861000.000,103770000.000,90040000.000,79197000.000
TradingSecuritiesEquity,27000.000,26000.000,17000.000,18000.000
