,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AssetRetirementObligation,,,,,412795.000,416578.000,420361.000,407582.000,,,,,
AssetRetirementObligationsNoncurrent,388317.000,391859.000,395401.000,404830.000,412795.000,416578.000,420361.000,407582.000,411365.000,415094.000,418802.000,422666.000,427376.000
Assets,1802415.000,1835287.000,1752444.000,1711734.000,1711188.000,1689358.000,1657069.000,1611623.000,1586524.000,1595852.000,1577903.000,1590817.000,1506415.000
AssetsCurrent,133970.000,194969.000,137708.000,102889.000,129101.000,131954.000,121950.000,103442.000,98519.000,100086.000,121762.000,152449.000,100704.000
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,13972001.000,,,,14052955.000,,
CapitalizedCostsAssetRetirementCosts,,,,,,,267780.000,,,,257376.000,,
CapitalizedCostsOilAndGasProducingActivitiesGross,,,,,,,15507120.000,,,,15509096.000,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,,1535119.000,,,,1456141.000,,
CapitalizedCostsProvedProperties,,,,,,,15239340.000,,,,15251720.000,,
CashAndCashEquivalentsAtCarryingValue,5015.000,21614.000,4947.000,5689.000,60.000,23281.000,17523.000,24729.000,3760.000,879.000,2657.000,28462.000,1193.000
DueFromAffiliateCurrent,126626.000,170470.000,130894.000,85478.000,128575.000,107741.000,103029.000,76850.000,92603.000,96758.000,118226.000,122816.000,98047.000
DueToAffiliateCurrent,42691.000,36741.000,33010.000,98118.000,51351.000,31163.000,28627.000,57996.000,24707.000,39866.000,7673.000,52757.000,49495.000
LiabilitiesAndStockholdersEquity,1802415.000,1835287.000,1752444.000,1711734.000,1711188.000,1689358.000,1657069.000,1611623.000,1586524.000,1595852.000,1577903.000,1590817.000,1506415.000
LiabilitiesCurrent,42691.000,36741.000,33010.000,98118.000,51351.000,31163.000,28627.000,57996.000,24707.000,39866.000,7673.000,52757.000,49495.000
OilAndGasPropertyFullCostMethodGross,15487263.000,15489105.000,15485787.000,15500035.000,15504332.000,15506863.000,15507120.000,15496408.000,15496180.000,15526653.000,15509096.000,15509111.000,15497723.000
OilAndGasPropertyFullCostMethodNet,1668445.000,1640318.000,1614736.000,1608845.000,1582087.000,1557404.000,1535119.000,1508181.000,1488005.000,1495766.000,1456141.000,1438368.000,1405711.000
PartnersCapital,1371407.000,1406687.000,1324033.000,1208786.000,1247042.000,1241617.000,1208081.000,1146045.000,1150452.000,1140892.000,1151428.000,1115394.000,1029544.000
PartnersCapitalAccountDistributionPerUnitOfLimitedPartnerInterest,,,28.950,,,,,,,,,,
PrepaidTaxes,2329.000,2885.000,1867.000,11722.000,466.000,932.000,1398.000,1863.000,2156.000,2449.000,879.000,1171.000,1464.000
