,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,967000000.000,1033000000.000,1062000000.000,961000000.000,844000000.000,813000000.000,968000000.000,1215000000.000,1065000000.000,997000000.000,925000000.000,1017000000.000,1079000000.000,967000000.000,972000000.000,1019000000.000,937000000.000,845000000.000,1092000000.000,1008000000.000,909000000.000,969000000.000,1113000000.000,1147000000.000,963000000.000
AccountsReceivableNetCurrent,1178000000.000,1101000000.000,1177000000.000,1123000000.000,1069000000.000,1034000000.000,1319000000.000,1222000000.000,1357000000.000,1211000000.000,1273000000.000,1251000000.000,1566000000.000,1221000000.000,1280000000.000,1201000000.000,1444000000.000,1084000000.000,1194000000.000,1052000000.000,1085000000.000,951000000.000,1157000000.000,1106000000.000,1175000000.000
AccruedEnvironmentalLossContingenciesNoncurrent,511000000.000,502000000.000,496000000.000,489000000.000,537000000.000,539000000.000,537000000.000,545000000.000,536000000.000,522000000.000,512000000.000,749000000.000,741000000.000,738000000.000,734000000.000,764000000.000,758000000.000,751000000.000,746000000.000,765000000.000,767000000.000,758000000.000,752000000.000,753000000.000,746000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,53000000.000,55000000.000,57000000.000,59000000.000,61000000.000,64000000.000,66000000.000,68000000.000,73000000.000,78000000.000,84000000.000,90000000.000,97000000.000,84000000.000,87000000.000,91000000.000,95000000.000,85000000.000,90000000.000,95000000.000,105000000.000,114000000.000,122000000.000,140000000.000,155000000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,-55000000.000,,,,50000000.000,,,,22000000.000,,,,42000000.000,,,,31000000.000,,,,24000000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,-58000000.000,,,,-53000000.000,3000000.000,-48000000.000,-46000000.000,-25000000.000,-21000000.000,-20000000.000,-19000000.000,-45000000.000,-40000000.000,-39000000.000,-38000000.000,-34000000.000,,,,-27000000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,81000000.000,84000000.000,88000000.000,87000000.000,87000000.000,86000000.000,85000000.000,94000000.000,94000000.000,93000000.000,95000000.000,93000000.000,96000000.000,96000000.000,97000000.000,96000000.000,96000000.000,91000000.000,88000000.000,85000000.000,79000000.000,80000000.000,75000000.000,69000000.000,66000000.000
AllowanceForDoubtfulOtherReceivablesCurrent,,,,,,,,,,,,,,12000000.000,13000000.000,10000000.000,11000000.000,10000000.000,11000000.000,11000000.000,11000000.000,15000000.000,13000000.000,14000000.000,9000000.000
AmountOfEmbeddedRegulatoryLiability,,,,448000000.000,,,,503000000.000,,,,,,,,,,,,,,,,,
AssetRetirementObligation,,,,145000000.000,,,,158000000.000,,,,,,,,,,,,,,,,,
