,2015-09-30,2016-09-30
AllowanceForLoanAndLeaseLossesForeignCurrencyTranslation,2015.000,331.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1315.000,-125.000
ConversionGainsAndLossesOnForeignInvestments,-569.000,620.000
EarningsPerShareBasicAndDiluted,-0.000,0.000
ForeignCurrencyTransactionGainLossBeforeTax,5105.000,-897.000
GeneralAndAdministrativeExpense,37274.000,33339.000
IncreaseDecreaseInAccruedLiabilities,7510.000,16894.000
InterestExpense,7510.000,7159.000
NetCashProvidedByUsedInFinancingActivities,34513.000,22290.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,34513.000,22290.000
NetCashProvidedByUsedInOperatingActivities,-37843.000,-22084.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-37843.000,-22084.000
NetIncomeLoss,-45353.000,-39878.000
NonoperatingIncomeExpense,-8079.000,-6539.000
OperatingIncomeLoss,-37274.000,-33339.000
ProceedsFromConvertibleDebt,16742.000,
ProceedsFromIssuanceOfCommonStock,,18950.000
ProceedsFromRelatedPartyDebt,15683.000,3340.000
ProfessionalFees,,3743.000
ProfitLoss,-40248.000,-40775.000
ShareBasedCompensation,,900.000
StockIssuedDuringPeriodValueNewIssues,,18950.000
StockIssuedDuringPeriodValueShareBasedCompensation,,900.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,10000000.000,10463666.000
