,2012-01-31,2012-04-30,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,,7500.000,,,,,,,,5000.000,,,,,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,-885.000,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,756.000,,,,3981.000,,,,-1418.000,,,,-2347.000,,,,4555.000,,
DeferredIncomeTaxExpenseBenefit,,,1200.000,2000.000,2800.000,-2000.000,600.000,,,,200.000,,,,1600.000,,,,400.000,,
Depreciation,,,,,,,,,,,,,,,235.000,,,,235.000,,
DepreciationAndAmortization,,,,,,,,,,,,,161.000,,235.000,235.000,230.000,233.000,235.000,235.000,227.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,-0.000,0.000,-0.010,-0.000,-0.000,0.000,-0.010,-0.000,-0.000,0.000,-0.010,-0.000,0.000,-0.000,-0.010,,,0.000
EffectiveIncomeTaxRateContinuingOperations,,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,-0.200,,,,-0.200,,,,-0.200,,,,-0.200,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,0.200,,,,0.200,,,,0.200,,,,0.200,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,,-3101.000,,,,,,,,,,,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,-1200.000,-2000.000,-2800.000,2000.000,,,,,,,,,,,,,,,
IncomeTaxReconciliationOtherAdjustments,,,6000.000,10400.000,14776.000,8824.000,3000.000,,,,1000.000,,,,8000.000,,,,2100.000,,
IncreaseDecreaseDueFromAffiliates,,,226.000,226.000,,,227.000,,,,227.000,,,,0.000,,,,0.000,,
IncreaseDecreaseInAccountsPayable,,,-885.000,,,,-418.000,,,,-180.000,,,,257.000,,,,-542.000,,
IncreaseDecreaseInDueToRelatedParties,,,,,,,,,,,-227.000,,,,,,,,,,
IncreaseDecreaseInInterestPayableNet,,,,,,,,,,,,,,,,,,,14.000,,
IncreaseDecreaseInNotesReceivableRelatedParties,,,,,,,,,,,,,,,,,,,-6938.000,,
InterestExpense,,,,,,,,,,,,,,,,,,,14.000,45.000,79.000
InterestIncomeExpenseNet,,,,,,,,,,,,,,,,,,,,,0.000
InvestmentIncomeInterest,,,,,,,-2.000,,,,,,,,,,,,,,
MarketingAndAdvertisingExpense,338.000,1975.000,361.000,1737.000,1901.000,303.000,355.000,2517.000,1695.000,1255.000,306.000,2199.000,1247.000,1383.000,609.000,2191.000,1597.000,1088.000,958.000,1950.000,940.000
NetCashProvidedByUsedInFinancingActivities,,,7500.000,,,,7500.000,,,,,,,,5000.000,,,,6938.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,7500.000,,,,7500.000,,,,,,,,5000.000,,,,6938.000,,
NetCashProvidedByUsedInOperatingActivities,,,-6744.000,,,,-3519.000,,,,-1418.000,,,,-7347.000,,,,-2383.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-6744.000,,,,-3519.000,,,,-1418.000,,,,-7347.000,,,,-2383.000,,
NetIncomeLoss,-4050.000,-4009.000,-5859.000,-4536.000,-4381.000,-2457.000,-3101.000,-7974.000,-6122.000,-3585.000,-1011.000,-7936.000,-5863.000,-6264.000,-7839.000,-10788.000,-6085.000,-3699.000,-2090.000,-7322.000,-5638.000
