,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccruedInvestmentIncomeReceivable,2583669.000,2464423.000,2553933.000,2354720.000
AccruedLiabilitiesCurrentAndNoncurrent,10476146.000,11092677.000,12446480.000,12919356.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,399770.000,210503.000,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,2571242.000,2571242.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-4531446.000,-5273475.000
AdditionalPaidInCapitalCommonStock,14500000.000,14500000.000,14500000.000,14500000.000
Assets,533900948.000,529241467.000,555432848.000,617559747.000
AvailableForSaleSecurities,153925747.000,120926893.000,111755320.000,165120906.000
CapitalLeasesNetInvestmentInDirectFinancingLeasesDeferredIncome,,,9139.000,
CashAndCashEquivalentsAtCarryingValue,29703412.000,65025879.000,72797389.000,91310146.000
CashAndDueFromBanks,29703412.000,65025879.000,72797389.000,91310146.000
CommonStockParOrStatedValuePerShare,2.500,2.500,2.500,2.500
CommonStockSharesAuthorized,5000000.000,1330560.000,5000000.000,5000000.000
CommonStockSharesIssued,1330338.000,1330338.000,1330338.000,1330338.000
CommonStockSharesOutstanding,1330338.000,1330338.000,1330338.000,1330338.000
CommonStockValue,3325845.000,3325845.000,3325845.000,3325845.000
Deposits,458210263.000,443625018.000,476067640.000,533658294.000
FederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchase,9183433.000,17800775.000,,
FederalFundsSold,97000.000,97000.000,97000.000,97000.000
Goodwill,,,2974824.000,
HeldToMaturitySecuritiesAmortizedCostBeforeOtherThanTemporaryImpairment,97231989.000,97981329.000,93132029.000,90734672.000
InterestBearingDepositLiabilities,377523260.000,349910160.000,386032877.000,442246530.000
Liabilities,477869842.000,472518470.000,500789414.000,562919513.000
LiabilitiesAndStockholdersEquity,533900948.000,529241467.000,555432848.000,617559747.000
LoansAndLeasesReceivableAllowance,3131205.000,3203453.000,3744819.000,3736449.000
LoansAndLeasesReceivableGrossCarryingAmount,,,238016070.000,227469948.000
LoansAndLeasesReceivableNetReportedAmount,217980590.000,210422442.000,234262112.000,
OtherAssets,13433227.000,13903946.000,13683686.000,16356014.000
OtherRealEstate,2748923.000,2403923.000,5615468.000,5742615.000
PropertyPlantAndEquipmentNet,15296331.000,15115572.000,17661027.000,17473666.000
RetainedEarningsAccumulatedDeficit,40376733.000,41257891.000,41349035.000,42087864.000
SecuritiesSoldUnderAgreementsToRepurchase,,,12275294.000,16341863.000
StockholdersEquity,56031106.000,56722997.000,54643434.000,54640234.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,56031106.000,56722997.000,54643434.000,54640234.000
