,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,62396.000,48577.000,2831.000,,,
AdvertisingExpense,,6282.000,10014.000,1244.000,112.000,15427.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,75000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-9212.000,189260.000,-187808.000,-1452.000,170766.000,-177296.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,-123615.000,-5811.000,0.000,,-776854.000,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,-1278.000,1240411.000,0.000,,2347450.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,458429.000,253329.000,0.000,,264769.000,
CostOfGoodsSold,,,232132.000,826286.000,,169135.000
CostOfGoodsSoldDepreciation,,,41673.000,91409.000,,69848.000
CostOfRevenue,,,,,,238983.000
CostsAndExpenses,,,583887.000,749150.000,932422.000,1814419.000
DebtConversionConvertedInstrumentSharesIssued1,,,,,,1200000.000
DebtConversionOriginalDebtAmount1,,,,,,600000.000
Depreciation,,16353.000,52765.000,99819.000,6110.000,76860.000
DepreciationDepletionAndAmortization,17145.000,16353.000,11091.000,8411.000,6110.000,7012.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,0.000,571979.000,0.000,,1249630.000,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,416471.000,337432.000,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,0.000,,,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,,,225863.000,
EarningsPerShareBasicAndDiluted,-0.040,0.020,-0.060,-0.010,0.050,-0.110
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340,0.340,0.340
GainLossOnDispositionOfAssets,,-11861.000,,,,
GainLossOnDispositionOfAssets1,,,0.000,41323.000,,
GainLossOnSaleOfOtherAssets,,,0.000,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,-42987.000
GainLossRelatedToLitigationSettlement,0.000,0.000,,,,
GainsLossesOnSalesOfAssets,,-11861.000,,,,
GeneralAndAdministrativeExpense,381100.000,335442.000,309670.000,289391.000,454707.000,1169932.000
GrossProfit,,,-84254.000,586712.000,,72300.000
IncomeLossFromContinuingOperations,-872149.000,-722781.000,-683308.000,-151650.000,-947088.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-872149.000,-722781.000,-683308.000,-151650.000,-947088.000,-1785114.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-859606.000,-725751.000,-668141.000,-162438.000,-932422.000,-1742119.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-872149.000,-722781.000,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.080,-0.060,-0.060,,-0.070,
IncomeLossFromDiscontinuedOperationsNetOfTax,416471.000,909411.000,0.000,,1475493.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,0.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.040,0.080,0.000,,0.120,
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,63595.000,-228749.000,-16201.000,193019.000,-507853.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-63454.000,232325.000,51561.000,-179658.000,606939.000
IncomeTaxReconciliationNondeductibleExpense,,-141.000,-3576.000,-35360.000,-13361.000,-99086.000
IncomeTaxesPaid,0.000,0.000,0.000,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayable,63698.000,-149874.000,206114.000,-82800.000,-141517.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,371243.000
IncreaseDecreaseInAccountsReceivable,,,82418.000,122868.000,,-112070.000
