,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,234382000.000,,,,,,,,,,,,,,,,,,,,,,
AccountsPayableCurrent,591989000.000,596315000.000,591939000.000,543924000.000,603544000.000,620598000.000,607164000.000,651358000.000,648409000.000,664058000.000,677994000.000,692565000.000,607616000.000,625513000.000,649805000.000,615332000.000,584100000.000,606346000.000,622807000.000,650880000.000,706191000.000,723693000.000,748799000.000,830318000.000,880755000.000,954115000.000
AccountsReceivableNetCurrent,1213348000.000,1323470000.000,1339826000.000,1190265000.000,1273690000.000,1320245000.000,1412311000.000,1225898000.000,1309446000.000,1398829000.000,1437513000.000,1359101000.000,1238368000.000,1303431000.000,1338586000.000,1186746000.000,1133213000.000,1149414000.000,1193844000.000,1120490000.000,1167313000.000,1180146000.000,1199137000.000,1265201000.000,1299427000.000,1395745000.000
AccrualForEnvironmentalLossContingencies,,,,,,,,28875000.000,,30056000.000,30166000.000,30302000.000,29437000.000,29379000.000,29310000.000,32890000.000,31555000.000,31285000.000,30725000.000,30595000.000,32453000.000,31806000.000,30463000.000,29959000.000,30018000.000,29840000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,27318000.000,,,,32099000.000,,,,38232000.000,,,,28452000.000,,,,25180000.000,,,,33298000.000,,
AccruedIncomeTaxes,,,,37870000.000,,,,,,,,,,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,96022000.000,40318000.000,70850000.000,,25662000.000,26370000.000,13377000.000,30920000.000,27199000.000,21839000.000,8802000.000,22791000.000,35146000.000,2624000.000,7305000.000,11071000.000,32498000.000,80753000.000,17351000.000,6528000.000,9359000.000,20759000.000,25448000.000,40353000.000,76572000.000,14005000.000
AccruedInsuranceCurrent,98230000.000,108871000.000,104463000.000,104172000.000,110581000.000,103400000.000,105642000.000,103318000.000,106252000.000,104655000.000,106879000.000,93000000.000,99177000.000,98925000.000,98781000.000,95896000.000,97318000.000,98680000.000,103615000.000,99642000.000,101584000.000,102219000.000,101225000.000,96062000.000,103230000.000,106186000.000
AccruedSalesCommissionCurrent,,,,11069000.000,,,,13550000.000,,,,15087000.000,,,,12799000.000,,,,10949000.000,,,,12528000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1739005000.000,1772168000.000,-1689145000.000,1673707000.000,1715350000.000,1758455000.000,1799337000.000,1740196000.000,1768674000.000,1801957000.000,1857891000.000,1884077000.000,1501374000.000,1531766000.000,1539292000.000,1454119000.000,1457890000.000,1490634000.000,1508390000.000,1520138000.000,1504823000.000,1538027000.000,1545732000.000,1523260000.000,1539683000.000,1569345000.000
