,2011-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,31560954.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,11247404.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,34019720.000
CostOfRealEstateRevenue,178224407.000
CostsAndExpenses,183325047.000
DeferredIncomeTaxExpenseBenefit,6579655.000
Depreciation,111489.000
EffectOfExchangeRateOnCashAndCashEquivalents,-372776.000
ForeignCurrencyTransactionGainLossBeforeTax,-255950.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,49405624.000
IncomeTaxExpenseBenefit,9845564.000
IncomeTaxesPaid,60575.000
IncreaseDecreaseInAccountsPayable,301676413.000
IncreaseDecreaseInAccountsReceivable,25842944.000
IncreaseDecreaseInCustomerAdvances,27044310.000
IncreaseDecreaseInInventories,-371526255.000
IncreaseDecreaseInOperatingCapital,-16586285.000
IncreaseDecreaseInOtherCurrentLiabilities,-16586285.000
IncreaseDecreaseInOtherOperatingAssets,376303.000
InterestPaid,58123.000
NetCashProvidedByUsedInFinancingActivities,6211933.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,6211933.000
NetCashProvidedByUsedInInvestingActivities,-3949876.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-3949876.000
NetCashProvidedByUsedInOperatingActivities,29671673.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,29671673.000
NetIncomeLoss,26496966.000
NetIncomeLossAttributableToNoncontrollingInterest,13063094.000
NonoperatingIncomeExpense,1752025.000
OperatingIncomeLoss,47653599.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-5540340.000
OtherNonoperatingIncome,2007975.000
PaymentsToAcquirePropertyPlantAndEquipment,810854.000
ProceedsFromLoans,6211933.000
ProceedsFromSaleOfPropertyPlantAndEquipment,26000000.000
ProfitLoss,39560060.000
RealEstateRevenueNet,230978646.000
SellingGeneralAndAdministrativeExpense,5100640.000
TemporaryEquityForeignCurrencyTranslationAdjustments,-5540340.000
