,2011-06-30,2011-09-30
AmortizationOfDebtDiscountPremium,84628.000,89562.000
AmortizationOfIntangibleAssets,19701.000,19600.000
CostOfRevenue,8271072.000,1642221.000
DepreciationNonproduction,18160.000,13155.000
DerivativeGainLossOnDerivativeNet,-118825.000,-16410.000
EarningsPerShareBasic,0.000,0.000
EarningsPerShareDiluted,0.000,0.000
ExplorationExpense,20485.000,19098.000
GainsLossesOnExtinguishmentOfDebt,-344877.000,
GeneralAndAdministrativeExpense,67160.000,67035.000
GrossProfit,401292.000,23227.000
IncomeLossFromContinuingOperations,,-426987.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-661117.000,-426987.000
IncomeLossFromContinuingOperationsPerBasicShare,,0.000
IncomeLossFromContinuingOperationsPerDilutedShare,,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,-752048.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,0.000
IncomeTaxExpenseBenefit,4194.000,
InterestExpense,47515.000,47440.000
InvestmentIncomeInterest,26366.000,905.000
LaborAndRelatedExpense,277405.000,113261.000
NetIncomeLoss,-665311.000,-1179035.000
NonoperatingIncomeExpense,-562411.000,-146404.000
OperatingExpenses,499998.000,303810.000
OperatingIncomeLoss,-98706.000,-280583.000
OtherGeneralAndAdministrativeExpense,74278.000,2865.000
OtherNonoperatingIncomeExpense,7068.000,6103.000
OtherSellingGeneralAndAdministrativeExpense,16000.000,26000.000
ProfessionalFees,31418.000,41362.000
ProvisionForDoubtfulAccounts,-28691.000,943.000
Revenues,8672364.000,1665448.000
SalesRevenueNet,8672364.000,1665448.000
TravelAndEntertainmentExpense,4082.000,491.000
WeightedAverageNumberOfDilutedSharesOutstanding,2286892530.000,2337209521.000
WeightedAverageNumberOfSharesOutstandingBasic,2286892530.000,2337209521.000
