,2011-12-31,2012-12-31
AdjustmentForAmortization,,174000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,263000.000,51000.000
AdvertisingExpense,,720000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,68000.000,1786000.000
ComprehensiveIncomeNetOfTax,,203000.000
CostOfGoodsSold,71852000.000,75661000.000
CurrentFederalTaxExpenseBenefit,,285000.000
CurrentStateAndLocalTaxExpenseBenefit,,105000.000
DeferredIncomeTaxExpenseBenefit,338000.000,-10000.000
DeferredOtherTaxExpenseBenefit,,43000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,28000.000
DefinedContributionPlanEmployerMatchingContributionPercent,,0.030
DepreciationDepletionAndAmortization,841000.000,434000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,-546000.000
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,,-161000.000
EarningsPerShareBasic,0.040,0.030
EarningsPerShareDiluted,0.040,0.030
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340
GainLossOnSaleOfBusiness,,-616000.000
GainLossOnSaleOfPropertyPlantEquipment,-7000.000,
GrossProfit,17422000.000,16269000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,556000.000,1134000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,701000.000
IncomeLossFromContinuingOperationsPerBasicShare,,0.140
IncomeLossFromContinuingOperationsPerDilutedShare,,0.130
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,-707000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,-0.110
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,-0.100
IncomeTaxExpenseBenefit,342000.000,433000.000
IncomeTaxExpenseBenefitContinuingOperations,,433000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,299000.000
IncomeTaxReconciliationNondeductibleExpense,,60000.000
IncomeTaxReconciliationOtherAdjustments,,-1000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,75000.000
IncomeTaxesPaid,1003000.000,101000.000
IncreaseDecreaseInAccountsPayable,-1032000.000,386000.000
IncreaseDecreaseInAccountsReceivable,2148000.000,-4045000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,-747000.000,209000.000
IncreaseDecreaseInAccruedLiabilities,932000.000,-1165000.000
IncreaseDecreaseInDeferredRevenue,-39000.000,
IncreaseDecreaseInInventories,-8892000.000,6651000.000
IncreaseDecreaseInOtherReceivables,415000.000,-67000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,139000.000,-399000.000
InterestExpense,568000.000,561000.000
InterestPaid,568000.000,563000.000
InventoryWriteDown,461000.000,264000.000
NetCashProvidedByUsedInFinancingActivities,-4307000.000,3414000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-4307000.000,3414000.000
NetCashProvidedByUsedInInvestingActivities,-2325000.000,-260000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-2325000.000,-260000.000
NetCashProvidedByUsedInOperatingActivities,6700000.000,-1368000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,6700000.000,-1368000.000
NetIncomeLoss,214000.000,155000.000
NonoperatingIncomeExpense,-575000.000,-432000.000
OperatingExpenses,16291000.000,14703000.000
OperatingIncomeLoss,1131000.000,1566000.000
OperatingLeasesRentExpenseNet,,1376000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,116000.000,48000.000
OtherNonoperatingIncomeExpense,-7000.000,129000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,2268000.000,
PaymentsToAcquireIntangibleAssets,,240000.000
PaymentsToAcquirePropertyPlantAndEquipment,59000.000,60000.000
ProceedsFromDivestitureOfBusinessesNetOfCashDivested,,40000.000
ProceedsFromIssuanceOfLongTermDebt,,4000000.000
ProceedsFromSaleOfMachineryAndEquipment,2000.000,
ProvisionForDoubtfulAccounts,6000.000,73000.000
RepaymentsOfLinesOfCredit,3670000.000,466000.000
RepaymentsOfLongTermDebtAndCapitalSecurities,637000.000,120000.000
SalesRevenueGoodsNet,89274000.000,91930000.000
ShareBasedCompensation,263000.000,51000.000
WeightedAverageNumberOfDilutedSharesOutstanding,5040000.000,5205000.000
WeightedAverageNumberOfSharesOutstandingBasic,5020000.000,5020000.000
