,2011-06-30,2011-09-30,2012-03-31,2012-06-30
AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings,,,1000000.000,
AmortizationOfFinancingCosts,,,551000.000,
AmortizationOfIntangibleAssets,,,,419000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,3082000.000,
CasinoExpenses,12579000.000,12582000.000,12657000.000,12503000.000
CasinoRevenue,36682000.000,36752000.000,36837000.000,36501000.000
ContributionOfProperty,,,1273000.000,
CostsAndExpenses,100613000.000,90745000.000,87512000.000,90612000.000
DepreciationAndAmortization,5632000.000,5033000.000,5061000.000,4798000.000
DirectCostsOfHotels,236000.000,215000.000,166000.000,226000.000
FoodAndBeverageCostOfSales,3791000.000,3840000.000,3333000.000,3791000.000
FoodAndBeverageRevenue,7395000.000,7609000.000,7148000.000,7486000.000
GainLossOnSaleOfPropertyPlantEquipment,,,-41000.000,
ImpairmentOfLongLivedAssetsHeldForUse,10065000.000,,,10065000.000
IncreaseDecreaseDueFromAffiliates,,,1251000.000,
IncreaseDecreaseInAccountsPayable,,,2113000.000,
IncreaseDecreaseInInventories,,,39000.000,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,5269000.000,
IncreaseDecreaseInOtherOperatingAssets,,,1628000.000,
IncreaseDecreaseInReceivables,,,447000.000,
IncreaseDecreaseInRestrictedCashForOperatingActivities,,,1091000.000,
InterestExpense,6514000.000,6444000.000,6476000.000,6439000.000
InterestPaid,,,1132000.000,
InvestmentIncomeNet,5000.000,3000.000,12000.000,
LeaseAndRentalExpense,,,,880000.000
NetCashProvidedByUsedInFinancingActivities,,,-2633000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-2633000.000,
NetCashProvidedByUsedInInvestingActivities,,,-4682000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-4682000.000,
NetCashProvidedByUsedInOperatingActivities,,,10397000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,10397000.000,
NetIncomeLoss,-7913000.000,533000.000,4292000.000,2162000.000
OperatingIncomeLoss,-1404000.000,6974000.000,10756000.000,8601000.000
OtherIncome,1579000.000,1724000.000,1436000.000,1737000.000
PaymentsOfDividends,,,1000000.000,
PaymentsOfFinancingCosts,,,572000.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,4029000.000,
ProceedsFromLongTermLinesOfCredit,,,4000000.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,8000.000,
ProfitLoss,-7913000.000,533000.000,4292000.000,2162000.000
PromotionalAllowances,9344000.000,9451000.000,9691000.000,9471000.000
RepaymentsOfLongTermDebt,,,161000.000,
RepaymentsOfLongTermLinesOfCredit,,,4900000.000,
RevenueFromOwnedHotels,1040000.000,1181000.000,850000.000,1137000.000
Revenues,99209000.000,97719000.000,98268000.000,99213000.000
SalesRevenueNet,97630000.000,95995000.000,96832000.000,97476000.000
SellingGeneralAndAdministrativeExpense,16388000.000,16868000.000,17330000.000,17513000.000
UnrealizedGainLossOnInvestments,333000.000,-919000.000,2474000.000,-130000.000
