,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsNotesAndLoansReceivableNetCurrent,1038000000.000,1091000000.000,1073000000.000,936000000.000,1135000000.000,1144000000.000,1098000000.000,966000000.000,1129000000.000,1196000000.000,1226000000.000,1041000000.000,1265000000.000,1334000000.000,1244000000.000,1064000000.000,1231000000.000,1266000000.000,1259000000.000,1102000000.000,1269000000.000,1263000000.000,1276000000.000,1272000000.000,1421000000.000
AccountsPayableTradeCurrent,1205000000.000,1208000000.000,1181000000.000,1171000000.000,1270000000.000,1231000000.000,1188000000.000,1186000000.000,1245000000.000,1339000000.000,1288000000.000,1359000000.000,1430000000.000,1494000000.000,1411000000.000,1372000000.000,1391000000.000,1391000000.000,1364000000.000,1376000000.000,1462000000.000,1438000000.000,1457000000.000,1496000000.000,1587000000.000
AccountsReceivableNet,,,,959000000.000,,,,980000000.000,,,,1065000000.000,,,,1088000000.000,,,,1126000000.000,,,,1293000000.000,
AccrualForEnvironmentalLossContingencies,,,,,,,,,,,,15000000.000,15000000.000,15000000.000,16000000.000,15000000.000,15000000.000,14000000.000,15000000.000,14000000.000,15000000.000,15000000.000,16000000.000,15000000.000,15000000.000
AccrualForEnvironmentalLossContingenciesDiscountRate,,0.030,0.019,0.019,0.022,0.015,0.015,0.016,0.015,0.021,0.024,0.028,0.025,0.023,0.022,0.022,0.022,0.022,0.019,0.018,0.017,0.017,0.017,0.024,0.025
AccrualForEnvironmentalLossContingenciesGross,,21000000.000,21000000.000,20000000.000,20000000.000,20000000.000,21000000.000,21000000.000,20000000.000,20000000.000,20000000.000,19000000.000,19000000.000,18000000.000,19000000.000,19000000.000,18000000.000,17000000.000,18000000.000,17000000.000,17000000.000,16000000.000,19000000.000,18000000.000,18000000.000
AccrualForEnvironmentalLossContingenciesNet,,16000000.000,18000000.000,17000000.000,17000000.000,18000000.000,18000000.000,18000000.000,18000000.000,17000000.000,16000000.000,,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,59000000.000,55000000.000,46000000.000,44000000.000,43000000.000,58000000.000,57000000.000,50000000.000,39000000.000,36000000.000,45000000.000,40000000.000,44000000.000,41000000.000,50000000.000,40000000.000,51000000.000,61000000.000,32000000.000,37000000.000,52000000.000,46000000.000,47000000.000,41000000.000,44000000.000
AccruedLiabilitiesCurrent,240000000.000,265000000.000,246000000.000,226000000.000,250000000.000,252000000.000,245000000.000,239000000.000,238000000.000,246000000.000,270000000.000,252000000.000,265000000.000,280000000.000,280000000.000,258000000.000,251000000.000,288000000.000,272000000.000,250000000.000,253000000.000,264000000.000,263000000.000,285000000.000,284000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2136000000.000,2199000000.000,2110000000.000,2106000000.000,2157000000.000,2132000000.000,2194000000.000,2243000000.000,2230000000.000,2223000000.000,2290000000.000,2323000000.000,2351000000.000,2386000000.000,2306000000.000,2272000000.000,2180000000.000,2242000000.000,2206000000.000,2175000000.000,2235000000.000,2219000000.000,2262000000.000,2191000000.000,2246000000.000
