,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayableCurrent,186669.000,203769.000,718487.000,580026.000,325073.000,423102.000,77836.000,147848.000,397463.000,514892.000,386241.000,630909.000,439420.000,1119870.000,1189069.000,307040.000,454908.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,4177448.000,4586553.000,4586553.000,
AccountsReceivableNetCurrent,268571.000,228085.000,223380.000,148920.000,142884.000,112005.000,,,,303565.000,180680.000,132166.000,323323.000,353951.000,97406.000,268256.000,163296.000
AccruedLiabilitiesCurrent,6342538.000,6416831.000,6597360.000,6427536.000,6517135.000,7202905.000,6633068.000,533283.000,355707.000,1053267.000,630416.000,707029.000,822548.000,364298.000,444882.000,517813.000,663277.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-707251.000,-718555.000,-16528.000,-18815.000,-21102.000,-24871.000,-30824.000,36812.000,32866.000,37780.000,42070.000,49123.000,54421.000
AdditionalPaidInCapital,17480257.000,18065442.000,18734703.000,20009609.000,20689779.000,20223672.000,19029718.000,19206304.000,19079929.000,23174191.000,23195566.000,23262607.000,23418790.000,23681161.000,23730117.000,26056578.000,26196378.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,200000.000,,200000.000,200000.000
Assets,6275036.000,5658367.000,5450336.000,5376427.000,5450099.000,3715742.000,516252.000,442899.000,461988.000,658635.000,1039050.000,1163423.000,994152.000,918218.000,639044.000,2749977.000,2231996.000
AssetsCurrent,1294538.000,1213636.000,1079375.000,1082457.000,1188513.000,1213353.000,481989.000,30592.000,196738.000,462631.000,943669.000,1074372.000,965929.000,850916.000,554828.000,1517036.000,1045315.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,0.000,0.000,0.000,0.000,0.000,0.000,,,,4085.000,3352.000,1711.000,5.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,0.000,0.000,0.000,0.000,0.000,0.000,,,,4085.000,3352.000,1711.000,5.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,,,,,,0.000,,,,,,,
