,2011-06-30,2011-09-30
EarningsPerShareBasic,-0.120,-0.030
EarningsPerShareDiluted,-0.120,-0.030
GainLossOnSaleOfPropertyPlantEquipment,-1392838.000,
GeneralAndAdministrativeExpense,5856277.000,1625592.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-8219602.000,-2075396.000
IncomeLossFromEquityMethodInvestments,-6890.000,909.000
IncomeTaxExpenseBenefit,-1196687.000,95882.000
InterestExpense,261686.000,147059.000
InvestmentIncomeInterest,193892.000,231000.000
NetIncomeLoss,-7026048.000,-2076423.000
NetIncomeLossAttributableToNoncontrollingInterest,-3757.000,-93946.000
OperatingIncomeLoss,-8134265.000,-2143229.000
OtherNonoperatingIncomeExpense,-17543.000,-16108.000
OtherOperatingIncome,230417.000,
ProfitLoss,-7029805.000,-2170369.000
ResearchAndDevelopmentExpense,821505.000,385230.000
SellingAndMarketingExpense,294062.000,132407.000
WeightedAverageNumberOfDilutedSharesOutstanding,59470015.000,59470015.000
WeightedAverageNumberOfSharesOutstandingBasic,59470015.000,59470015.000
