,2011-12-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2014-03-31,2014-06-30
AccretionExpense,,19400.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-27582.000,,-226738.000,,,,
CostOfRevenue,192164.000,564774.000,,,,,
Depreciation,,,3551.000,3105.000,3105.000,,
DepreciationAndAmortization,940.000,3195.000,3551.000,,,,
DepreciationDepletionAndAmortization,940.000,,,,,,
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,,,-225586.000,-68324.000,-56014.000,,
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,,-8426.000,-7227.000,-7307.000,,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,-292652.000,-106634.000,-82038.000,,
DisposalGroupIncludingDiscontinuedOperationOtherExpense,,,-91897.000,-173391.000,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,329453.000,111600.000,39892.000,,
EarningsPerShareBasic,0.000,-0.016,,,,,
EarningsPerShareBasicAndDiluted,,,-0.008,-0.008,-0.006,-0.000,-0.010
GeneralAndAdministrativeExpense,100417.000,468998.000,92686.000,128933.000,9569.000,67456.000,101472.000
GrossProfit,34542.000,107664.000,,,,,
IncomeLossFromContinuingOperations,,,-97526.000,-136432.000,-93717.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,-62486.000,-441716.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-90583.000,-519158.000,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,-0.002,-0.003,-0.003,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,-289108.000,-243976.000,-105467.000,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,-0.006,-0.005,-0.003,,
IncomeTaxExpenseBenefit,0.000,,,,,,
IncomeTaxesPaid,0.000,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,0.000,,,,,,
IncreaseDecreaseInAccountsPayableTrade,,,93386.000,,,,
IncreaseDecreaseInAccountsReceivable,-8.000,,-4353.000,,,,
IncreaseDecreaseInDepositsOutstanding,447.000,,,,,,
IncreaseDecreaseInInterestPayableNet,74109.000,,11124.000,,,,
IncreaseDecreaseInInventories,-9679.000,,960.000,,,,
IncreaseDecreaseInOtherCurrentAssets,,,2628.000,,,,
InterestExpense,,,4840.000,,,,
InterestExpenseBorrowings,,,8426.000,7226.000,,,
InterestExpenseDebt,5930.000,8377.000,,,,,
InterestExpenseOther,,11453.000,,7499.000,9127.000,6672.000,13735.000
InterestPaid,0.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,5930.000,,-155735.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,5930.000,,-155735.000,,,,
NetCashProvidedByUsedInInvestingActivities,-8754.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-8754.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,-24758.000,,-71003.000,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-24758.000,,-71003.000,,,,
NetIncomeLoss,,,-386634.000,-380408.000,-199184.000,-62486.000,-441716.000
NonoperatingIncomeExpense,-5930.000,-83819.000,,-7499.000,-84148.000,,
OperatingExpenses,119195.000,543003.000,,,9569.000,57381.000,427981.000
OperatingIncomeLoss,-84653.000,-435339.000,-92686.000,-128933.000,-9569.000,-57381.000,-427981.000
OtherGeneralExpense,,,,,,22648.000,8294.000
OtherNonoperatingIncomeExpense,,,,,,-5105.000,-13735.000
PaymentsForProceedsFromOtherInvestingActivities,8754.000,,,,,,
ProceedsFromConvertibleDebt,5930.000,,,,,,
ProceedsFromIssuanceOfCommonStock,,,116438.000,,,,
ProceedsFromNotesPayable,,,2141.000,,,,
ProceedsFromRelatedPartyDebt,,,,,,-1567.000,
ProceedsFromShortTermDebt,,,93650.000,,,,
ProfitLoss,-90583.000,-519158.000,,,,,
RepaymentsOfShortTermDebt,,,151526.000,,,,
Revenues,226706.000,672438.000,,,,,
SalesRevenueNet,226706.000,672438.000,,,,,
SellingAndMarketingExpense,17838.000,70810.000,,,,-10075.000,46509.000
ShareBasedCompensation,,,,,,,280000.000
StockIssuedDuringPeriodValueIssuedForServices,,,82538.000,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,32838273.000,44087588.000
WeightedAverageNumberOfSharesOutstandingBasic,30008585.000,31887040.000,46057164.000,46132022.000,34958520.000,,
